row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Công ty Vinmec,Công ty Vinmec,Công ty Vinmec,Công ty con,Cho vay,4.388.432,-,,,4388432.0,
Công ty Vinmec,Công ty Vinmec,Công ty Vinmec,Công ty con,Đi vay,1.105.000,3.469.500,,,1105000.0,3469500.0
Công ty Vinmec,Công ty Vinmec,Công ty Vinmec,Công ty con,Lãi đi vay,328.357,1.711,,,328357.0,1711.0
Công ty Vinmec,Công ty Vinmec,Công ty Vinmec,Công ty con,Góp vốn bằng tiền,-,1.494.195,,,,1494195.0
Công ty Vinschool,Công ty Vinschool,Công ty Vinschool,Công ty con,Đi vay,1.900.895,1.050.600,,,1900895.0,1050600.0
Công ty Vinschool,Công ty Vinschool,Công ty Vinschool,Công ty con,Nhận đặt cọc cho mục đích hợp tác đầu tư,800.000,-,,,800000.0,
Công ty Vinschool,Công ty Vinschool,Công ty Vinschool,Công ty con,Cho vay,181.558,789.350,,,181558.0,789350.0
Công ty Vinschool,Công ty Vinschool,Công ty Vinschool,Công ty con,Chi phí tài trợ,-,230.000,,,,230000.0
Công ty Vincom Retail,Công ty Vincom Retail,Công ty Vincom Retail,Công ty con,Nhận đặt cọc cho mục đích hợp tác đầu tư,1.070.000,466.340,,,1070000.0,466340.0
Công ty Vincom Retail,Công ty Vincom Retail,Công ty Vincom Retail,Công ty con,Cấn trừ phải thu chuyển nhượng bất động sản với đặt cọc,384.178,435.683,,,384178.0,435683.0
Công ty Vincom Retail,Công ty Vincom Retail,Công ty Vincom Retail,Công ty con,Đi vay,-,700.000,,,,700000.0
Công ty Vincom Retail,Công ty Vincom Retail,Công ty Vincom Retail,Công ty con,Chuyển nhượng bất động sản,340.819,291.530,,,340819.0,291530.0
Công ty Vincom Retail,Công ty Vincom Retail,Công ty Vincom Retail,Công ty con,Doanh thu cung cấp dịch vụ quản lý,108.843,119.595,,,108843.0,119595.0
Công ty Vincom Retail,Công ty Vincom Retail,Công ty Vincom Retail,Công ty con,Doanh thu từ hợp đồng hợp tác kinh doanh,92.695,104.365,,,92695.0,104365.0
Công ty Vincom Retail,Công ty Vincom Retail,Công ty Vincom Retail,Công ty con,Chuyển nhượng khoản đầu tư,-,151.176,,,,151176.0
Công ty Vincom RetailVận hành (tên trước đâylà Công ty Vincom Retail Miền Bắc),Công ty Vincom RetailVận hành (tên trước đâylà Công ty Vincom Retail Miền Bắc),Công ty Vincom RetailVận hành (tên trước đâylà Công ty Vincom Retail Miền Bắc),Công ty con,"Cấn trừ, hoàn trả khoản đặt cọc cho mục đích hợp tác đầu tư",334.000,-,,,334000.0,
Công ty Vincom RetailVận hành (tên trước đâylà Công ty Vincom Retail Miền Bắc),Công ty Vincom RetailVận hành (tên trước đâylà Công ty Vincom Retail Miền Bắc),Công ty Vincom RetailVận hành (tên trước đâylà Công ty Vincom Retail Miền Bắc),Công ty con,Chuyển nhượng bất động sản,279.187,-,,,279187.0,
Công ty Vincom RetailVận hành (tên trước đâylà Công ty Vincom Retail Miền Bắc),Công ty Vincom RetailVận hành (tên trước đâylà Công ty Vincom Retail Miền Bắc),Công ty Vincom RetailVận hành (tên trước đâylà Công ty Vincom Retail Miền Bắc),Công ty con,Góp vốn bằng tài sản,-,151.176,,,,151176.0
Công ty Thành PhốXanh,Công ty Thành PhốXanh,Công ty Thành PhốXanh,Công ty con,Nhận đặt cọc cho mục đích hợp tác đầu tư,5.202.000,10.553.649,,,5202000.0,10553649.0
Công ty Thành PhốXanh,Công ty Thành PhốXanh,Công ty Thành PhốXanh,Công ty con,Đi vay,1.680.000,-,,,1680000.0,
Công ty Thành PhốXanh,Công ty Thành PhốXanh,Công ty Thành PhốXanh,Công ty con,Cấn trừ đặt cọc với phải thu chuyển nhượng khoản đầu tư,-,2.142.179,,,,2142179.0
Công ty Thành PhốXanh,Công ty Thành PhốXanh,Công ty Thành PhốXanh,Công ty con,Chuyển nhượng khoản đầu tư,-,2.142.179,,,,2142179.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Công ty con,Cho vay,6.965.600,12.781.927,,,6965600.0,12781927.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Công ty con,Góp vốn bằng tiền,3.160.900,620.341,,,3160900.0,620341.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Công ty con,Lãi cho vay,198.200,207.083,,,198200.0,207083.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Công ty con,Cấn trừ các khoản cho vay và công nợ phải trả,-,792.543,,,,792543.0
Công ty Vinsmart,Công ty Vinsmart,Công ty Vinsmart,Công ty con,Nhận đặt cọc phí bồi hoàn,-,131.447,,,,131447.0
