row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Số cuối năm,Đơn vị tính: triệu VND > Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Số cuối năm,numeric__Đơn vị tính: triệu VND > Số đầu năm
Công ty Thành Phố Xanh,Công ty Thành Phố Xanh,Công ty Thành Phố Xanh,Công ty con,Đặt cọc cho mục đích hợp tác đầu tư,7.924.500,-,,,7924500.0,
Công ty Thái Sơn,Công ty Thái Sơn,Công ty Thái Sơn,Công ty con,Đặt cọc cho mục đích chuyển nhượng khoản đầu tư,475.166,-,,,475166.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,Lợi nhuận phải trả cho mục đích hợp tác đầu tư,129.592,-,,,129592.0,
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,Đặt cọc cho mục đích hợp tác đầu tư,410.230,410.230,,,410230.0,410230.0
Công ty Vinhomes,Công ty Vinhomes,Công ty Vinhomes,Công ty con,Đặt cọc cho mục đích chuyển nhượng khoản đầu tư,199.700,199.700,,,199700.0,199700.0
Công ty VinFast Sing,Công ty VinFast Sing,Công ty VinFast Sing,Công ty con,Thanh toán theo tiến độ hợp đồng chuyển nhượng khoản đầu tư,235.000,-,,,235000.0,
Công ty One Mount Consumer,Công ty One Mount Consumer,Công ty One Mount Consumer,Công ty con,Đặt cọc cho mục đích chuyển nhượng khoản đầu tư,266.750,-,,,266750.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Đặt cọc cho mục đích hợp tác đầu tư,-,1.365.831,,,,1365831.0
Công ty Vincom Retail,Công ty Vincom Retail,Công ty Vincom Retail,Công ty con,Đặt cọc cho mục đích hợp tác đầu tư,-,233.754,,,,233754.0
Các công ty khác,Các công ty khác,Các công ty khác,Công ty con,Phải trả khác,-,92.747,,,,92747.0
,,,,,9.640.938,2.302.262,,,9640938.0,2302262.0
