row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
10,10,10,Công ty Cổ phần Trung tâm Hội chợ Triển lâm Việt Nam,Công ty Triền lăm Việt Nam,"87,97","86,70","Số 148, Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,87.97,86.7,,
11,11,11,Công ty TNHH Metropolis Hà Nội,Công ty Metropolis,"100,00","69,34","Lô đất HH, Đường Phạm Hùng, Phường Mỗ Tri, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,69.34,,
12,12,12,Công ty Cổ phần Sách Việt Nam,Công ty Sách Việt Nam,"65,33","65,33","Số 44, Phố Tràng Tiền, Phường Tràng Tiền, Quận Hoàn Kiểm, Thành phố Hà Nội, Việt Nam",Xuất bản sách,,,65.33,65.33,,
13,13,13,Công ty Cổ phần Đô thị Du lịch Cần Giờ,Công ty Cần Giờ,"99,89","69,23","Số 72, Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,99.89,69.23,,
14,14,14,Công ty TNHH Phát triển Công viên Trung tâm,Công ty Công viên Trung tâm,"100,00","69,34","Phòng 900, tầng 9, tòa nhà IPH, số 241, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,69.34,,
15,15,15,Công ty Cổ phần Đầu tư & Phát triển Sinh Thái,Công ty Sinh Thái,"100,00","69,26","Số 191, Phố Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,69.26,,
16,16,16,Công ty TNHH Đầu tư Và Phát triển Đô thị Gia Lâm,Công ty Đô thị Gia Lâm,"99,39","68,83","Tầng 2 Trung tâm thương mại Vincom Mega Mall Ocean Park, Lô đất CCTP-10, Dự án Khu Đô thị Gia Lâm, Thị trấn Trâu Quỳ và các Xã Dương Xá, Kiểu Ky, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,99.39,68.83,,
17,17,17,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Đầu tư Việt Nam,"70,00","48,48","Số 191, Phố Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,70.0,48.48,,
18,18,18,Công ty TNHH Bất động sản Tây Tăng Long,Công ty Tây Tăng Long,"90,00","62,40","Số 72, Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,90.0,62.4,,
19,19,19,Công ty TNHH Đô thị Đại học Quốc tế Berjaya Việt Nam,Công ty ĐTĐH Berjaya,"97,90","67,78","Tầng 20A, Tòa nhà Vincom Center Đồng Khởi, số 72, Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,97.9,67.78,,
20,20,20,Công ty Cổ phần Đầu tư và Phát triển Làng Vân,Công ty Làng Vân,"100,00","69,22","Số 07, Đường Trường Sa, Phường Hoà Hải, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,69.22,,
