row_label_raw,row_label_full,Số tiền đi vay thực thu trong năm,Đơn vị tính: triệu VND > Năm nay > Số tiền đi vay thực thu trong năm,Đơn vị tính: triệu VND > Năm trước > Số tiền đi vay thực thu trong năm,numeric__Đơn vị tính: triệu VND > Năm nay > Số tiền đi vay thực thu trong năm,numeric__Đơn vị tính: triệu VND > Năm trước > Số tiền đi vay thực thu trong năm
Tiền thu từ đi vay theo khế ước thông thường,Tiền thu từ đi vay theo khế ước thông thường,Tiền thu từ đi vay theo khế ước thông thường,33.396.109,24.797.251,33396109.0,24797251.0
Tiền thu từ phát hành trái phiếu hoán đổi,Tiền thu từ phát hành trái phiếu hoán đổi,Tiền thu từ phát hành trái phiếu hoán đổi,10.884.055,-,10884055.0,
Tiền thu từ phát hành trái phiếu thường,Tiền thu từ phát hành trái phiếu thường,Tiền thu từ phát hành trái phiếu thường,6.870.140,-,6870140.0,
Số tiền đã thực trả gốc vay trong năm,Số tiền đã thực trả gốc vay trong năm,Số tiền đã thực trả gốc vay trong năm,Số tiền đã thực trả gốc vay trong năm,Số tiền đã thực trả gốc vay trong năm,,
Tiền trả nợ gốc vay theo khế ước thông thường,Số tiền đã thực trả gốc vay trong năm > Tiền trả nợ gốc vay theo khế ước thông thường,Tiền trả nợ gốc vay theo khế ước thông thường,(14.968.499),(14.089.861),-14968499.0,-14089861.0
Tiền trả nợ gốc trái phiếu thường,Số tiền đã thực trả gốc vay trong năm > Tiền trả nợ gốc trái phiếu thường,Tiền trả nợ gốc trái phiếu thường,(2.650.000),(3.300.000),-2650000.0,-3300000.0
