row_label_raw,row_label_full,col_0,col_1,Năm nay,Năm trước,numeric__col_1,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Ông Trần Ngọc Nguyên,Ông Trần Ngọc Nguyên,Ông Trần Ngọc Nguyên,Chủ tịch Hội đồng Quản trị,2.490.651.193,2.385.626.692,,2490651193.0,2385626692.0
Ông Văn Tiến Thanh,Ông Văn Tiến Thanh,Ông Văn Tiến Thanh,Thành viên Hội đồng Quản trị kiểm Tổng Giám đốc,2.490.651.193,2.385.626.692,,2490651193.0,2385626692.0
Ông Trần Mỹ (*),Ông Trần Mỹ (*),Ông Trần Mỹ (*),"Thành viên Hội đồng Quản trị (miễn nhiệm ngày 10/01/2024, từ nhiệm ngày 01/08/2023)",366.134.314,1.550.378.464,,366134314.0,1550378464.0
Ông Nguyễn Đức Hạnh,Ông Nguyễn Đức Hạnh,Ông Nguyễn Đức Hạnh,Thành viên Hội đồng Quản trị,2.051.287.495,1.933.674.089,,2051287495.0,1933674089.0
Ông Lê Đức Quang,Ông Lê Đức Quang,Ông Lê Đức Quang,Thành viên Hội đồng Quản trị,2.043.287.495,1.933.674.089,,2043287495.0,1933674089.0
Ông Nguyễn Đức Thuận,Ông Nguyễn Đức Thuận,Ông Nguyễn Đức Thuận,Thành viên Hội đồng Quản trị (bổ nhiệm ngày 10/01/2024),1.245.368.424,-,,1245368424.0,
Bà Đỗ Thị Hoa,Bà Đỗ Thị Hoa,Bà Đỗ Thị Hoa,Thành viên Hội đồng Quản trị độc lập,514.000.000,486.000.000,,514000000.0,486000000.0
Ông Trường Hồng,Ông Trường Hồng,Ông Trường Hồng,Thành viên Hội đồng Quản trị độc lập,514.000.000,486.000.000,,514000000.0,486000000.0
Ông Trần Chí Nguyên,Ông Trần Chí Nguyên,Ông Trần Chí Nguyên,Phó Tổng Giám đốc,2.027.287.495,1.933.674.089,,2027287495.0,1933674089.0
Ông Lê Ngọc Minh Trí,Ông Lê Ngọc Minh Trí,Ông Lê Ngọc Minh Trí,Phó Tổng Giám đốc,2.027.287.495,1.933.674.089,,2027287495.0,1933674089.0
Ông Nguyễn Tuấn Anh,Ông Nguyễn Tuấn Anh,Ông Nguyễn Tuấn Anh,Phó Tổng Giám đốc,2.027.287.495,1.933.674.089,,2027287495.0,1933674089.0
Bà Nguyễn Thị Hiền,Bà Nguyễn Thị Hiền,Bà Nguyễn Thị Hiền,Phó Tổng Giám đốc,2.027.287.495,1.933.674.089,,2027287495.0,1933674089.0
Ông Nguyễn Thanh Tùng,Ông Nguyễn Thanh Tùng,Ông Nguyễn Thanh Tùng,Phó Tổng Giám đốc,2.056.993.045,1.941.100.477,,2056993045.0,1941100477.0
Ông Đình Như Cường,Ông Đình Như Cường,Ông Đình Như Cường,Kế toán trường,1.887.479.798,1.792.842.762,,1887479798.0,1792842762.0
Bà Phan Thị Cẩm Hương,Bà Phan Thị Cẩm Hương,Bà Phan Thị Cẩm Hương,Trưởng Ban Kiểm soát,1.887.479.798,1.792.842.762,,1887479798.0,1792842762.0
Ông Đỗ Minh Dương,Ông Đỗ Minh Dương,Ông Đỗ Minh Dương,Thành viên Ban Kiểm soát,1.524.911.123,1.438.545.379,,1524911123.0,1438545379.0
Ông Lê Cảnh Khánh,Ông Lê Cảnh Khánh,Ông Lê Cảnh Khánh,Thành viên Ban Kiểm soát,94.000.000,49.772.727,,94000000.0,49772727.0
Ông Trần Văn Bình,Ông Trần Văn Bình,Ông Trần Văn Bình,Thành viên Ban Kiểm soát (miễn nhiệm ngày 12/6/2023),130.228.253,927.778.307,,130228253.0,927778307.0
,,,,27.405.622.111,26.838.558.796,,27405622111.0,26838558796.0
