row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",,
a) Tập đoàn Dầu khí Việt Nam và các công ty con trong Tập đoàn,"Mua hàng hóa, dịch vụ > a) Tập đoàn Dầu khí Việt Nam và các công ty con trong Tập đoàn",a) Tập đoàn Dầu khí Việt Nam và các công ty con trong Tập đoàn,4.800.036.730.477,4.613.318.574.428,4800036730477.0,4613318574428.0
Tập đoàn Dầu khí Việt Nam,"Mua hàng hóa, dịch vụ > Tập đoàn Dầu khí Việt Nam",Tập đoàn Dầu khí Việt Nam,4.423.696.089.115,4.099.498.688.207,4423696089115.0,4099498688207.0
Chi nhánh Tổng Công ty Điện lực Dầu khí Việt Nam- CTCP - Công ty Điện lực Dầu khí Cà Mau,"Mua hàng hóa, dịch vụ > Chi nhánh Tổng Công ty Điện lực Dầu khí Việt Nam- CTCP - Công ty Điện lực Dầu khí Cà Mau",Chi nhánh Tổng Công ty Điện lực Dầu khí Việt Nam- CTCP - Công ty Điện lực Dầu khí Cà Mau,215.169.529.945,361.052.660.649,215169529945.0,361052660649.0
Tổng Công ty Phân bón và Hóa chất Dầu khí- CTCP - Chi nhánh Kinh doanh Hóa chất Dầu khí,"Mua hàng hóa, dịch vụ > Tổng Công ty Phân bón và Hóa chất Dầu khí- CTCP - Chi nhánh Kinh doanh Hóa chất Dầu khí",Tổng Công ty Phân bón và Hóa chất Dầu khí- CTCP - Chi nhánh Kinh doanh Hóa chất Dầu khí,132.966.743.012,127.929.716.919,132966743012.0,127929716919.0
Chi nhánh Tổng Công ty Phân bón Hóa chất Dầu khí -CTCP - Nhà máy Đạm Phú Mỹ,"Mua hàng hóa, dịch vụ > Chi nhánh Tổng Công ty Phân bón Hóa chất Dầu khí -CTCP - Nhà máy Đạm Phú Mỹ",Chi nhánh Tổng Công ty Phân bón Hóa chất Dầu khí -CTCP - Nhà máy Đạm Phú Mỹ,1.512.019.630,842.283.519,1512019630.0,842283519.0
Chi nhánh Tổng Công ty Khí Việt Nam - Công tyKhí Cà Mau,"Mua hàng hóa, dịch vụ > Chi nhánh Tổng Công ty Khí Việt Nam - Công tyKhí Cà Mau",Chi nhánh Tổng Công ty Khí Việt Nam - Công tyKhí Cà Mau,9.823.107.863,13.882.272.942,9823107863.0,13882272942.0
Trường Cao đẳng Dầu khí,"Mua hàng hóa, dịch vụ > Trường Cao đẳng Dầu khí",Trường Cao đẳng Dầu khí,12.933.494.805,9.408.682.192,12933494805.0,9408682192.0
Viện Dầu khí Việt Nam,"Mua hàng hóa, dịch vụ > Viện Dầu khí Việt Nam",Viện Dầu khí Việt Nam,2.802.772.427,509.020.000,2802772427.0,509020000.0
Trường Đại học Dầu khí Việt Nam,"Mua hàng hóa, dịch vụ > Trường Đại học Dầu khí Việt Nam",Trường Đại học Dầu khí Việt Nam,1.002.684.791,195.250.000,1002684791.0,195250000.0
