row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,30,13.942.548.247.107,12.949.489.162.606,,1.0,30.0,13942548247107.0,12949489162606.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,30,486.963.097.467,378.947.072.778,,2.0,30.0,486963097467.0,378947072778.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,13.455.585.149.640,12.570.542.089.828,,10.0,,13455585149640.0,12570542089828.0
4.,4.,4.,Giá vốn hàng bán,11,31,10.942.100.894.031,10.538.742.407.968,,11.0,31.0,10942100894031.0,10538742407968.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,2.513.484.255.609,2.031.799.681.860,,20.0,,2513484255609.0,2031799681860.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,33,381.803.898.252,577.088.490.762,,21.0,33.0,381803898252.0,577088490762.0
7.,7.,7.,Chi phí tài chính,22,34,76.569.107.528,27.372.487.527,,22.0,34.0,76569107528.0,27372487527.0
,,,- Trong đó: Chi phí lãi vay,23,,44.380.805.249,10.155.714.106,,23.0,,44380805249.0,10155714106.0
8.,8.,8.,Chi phí bán hàng,25,35,1.014.369.800.748,800.631.458.171,,25.0,35.0,1014369800748.0,800631458171.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,35,481.047.001.909,548.556.889.165,,26.0,35.0,481047001909.0,548556889165.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,1.323.302.243.676,1.232.327.337.759,,30.0,,1323302243676.0,1232327337759.0
11.,11.,11.,Thu nhập khác,31,36,199.876.759.197,24.751.516.067,,31.0,36.0,199876759197.0,24751516067.0
12.,12.,12.,Chi phí khác,32,36,1.115.514.682,2.269.270.186,,32.0,36.0,1115514682.0,2269270186.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,36,198.761.244.515,22.482.245.881,,40.0,36.0,198761244515.0,22482245881.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.522.063.488.191,1.254.809.583.640,,50.0,,1522063488191.0,1254809583640.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,37,99.848.202.450,146.468.525.391,,51.0,37.0,99848202450.0,146468525391.0
16.,16.,16.,(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,,(5.791.295.701),(1.801.658.643),,52.0,,-5791295701.0,-1801658643.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.428.006.581.442,1.110.142.716.892,,60.0,,1428006581442.0,1110142716892.0
,,,Trong đó:,,,,,,,,,
17.1.,17.1.,17.1.,Lợi nhuận sau thuế của Công ty mẹ,61,,1.419.657.938.042,1.108.892.825.082,,61.0,,1419657938042.0,1108892825082.0
17.2.,17.2.,17.2.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,8.348.643.400,1.249.891.810,,62.0,,8348643400.0,1249891810.0
18.,18.,18.,Lãi cơ bản trên cổ phiếu,70,38,2.394,1.797,,70.0,38.0,2394.0,1797.0
