row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2025VND,2024VND,,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,13.043.632.833.797,13.043.632.833.797,11.069.666.417.819,,13043632833797.0,13043632833797.0,11069666417819.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,"Khấu hao tài sản cố định (""TSCĐ"") và phân bổ lợi thế thương mại",2.914.178.360.732,2.914.178.360.732,2.535.298.475.665,,2914178360732.0,2914178360732.0,2535298475665.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,651.406.282.654,651.406.282.654,1.148.951.390.915,,651406282654.0,651406282654.0,1148951390915.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(27.776.460.391),(27.776.460.391),46.311.803.197,,-27776460391.0,-27776460391.0,46311803197.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Lãi từ hoạt động đầu tư,(2.575.840.046.010),(2.575.840.046.010),(1.725.022.480.893),,-2575840046010.0,-2575840046010.0,-1725022480893.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay,809.759.601.156,809.759.601.156,551.639.361.786,,809759601156.0,809759601156.0,551639361786.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,14.815.360.571.938,14.815.360.571.938,13.626.844.968.489,,14815360571938.0,14815360571938.0,13626844968489.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,Tăng các khoản phải thu,(2.874.821.969.471),(2.874.821.969.471),(1.913.663.012.505),,-2874821969471.0,-2874821969471.0,-1913663012505.0
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,Tăng hàng tồn kho,(335.071.616.492),(335.071.616.492),(265.267.561.842),,-335071616492.0,-335071616492.0,-265267561842.0
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,Tăng các khoản phải trả,2.556.427.255.416,2.556.427.255.416,2.875.571.263.689,,2556427255416.0,2556427255416.0,2875571263689.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,Tăng chi phí trả trước,(595.604.484.389),(595.604.484.389),(393.964.502.357),,-595604484389.0,-595604484389.0,-393964502357.0
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,(812.474.254.533),(812.474.254.533),(607.154.747.076),,-812474254533.0,-812474254533.0,-607154747076.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế TNDN đã nộp,(2.238.070.257.305),(2.238.070.257.305),(1.209.921.507.569),,-2238070257305.0,-2238070257305.0,-1209921507569.0
17,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,Tiền chi khác từ hoạt động kinh doanh,(379.701.329.253),(379.701.329.253),(408.667.711.961),,-379701329253.0,-379701329253.0,-408667711961.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,10.136.043.915.911,10.136.043.915.911,11.703.777.188.868,,10136043915911.0,10136043915911.0,11703777188868.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",(5.097.919.349.856),(5.097.919.349.856),(3.275.312.325.702),,-5097919349856.0,-5097919349856.0,-3275312325702.0
22,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sản dài hạn khác",7.314.216.719,7.314.216.719,14.227.383.215,,7314216719.0,7314216719.0,14227383215.0
23,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",(57.012.522.823.806),(57.012.522.823.806),(41.956.569.113.369),,-57012522823806.0,-57012522823806.0,-41956569113369.0
24,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",49.164.792.969.282,49.164.792.969.282,36.283.758.374.630,,49164792969282.0,49164792969282.0,36283758374630.0
25,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,(710.700.052.777),(710.700.052.777),(1.106.193.484.800),,-710700052777.0,-710700052777.0,-1106193484800.0
26,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,23.532.256.656,23.532.256.656,48.102.486.048,,23532256656.0,23532256656.0,48102486048.0
27,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",2.000.759.192.153,2.000.759.192.153,1.530.174.506.877,,2000759192153.0,2000759192153.0,1530174506877.0
30,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,(11.624.743.591.629),(11.624.743.591.629),(8.461.812.173.101),,-11624743591629.0,-11624743591629.0,-8461812173101.0
