row_label_raw,row_label_full,col_0,2025VND,2024VND,numeric__2025VND,numeric__2024VND
Doanh thu,Doanh thu,Doanh thu,Doanh thu,Doanh thu,,
Doanh thu bán hàng hóa,Doanh thu > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,5.801.884.142.851,5.162.729.425.317,5801884142851.0,5162729425317.0
Doanh thu cung cấp dịch vụ,Doanh thu > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,64.405.804.801.702,57.799.922.709.318,64405804801702.0,57799922709318.0
,,,70.207.688.944.553,62.962.652.134.635,70207688944553.0,62962652134635.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,,
Doanh thu bán hàng hóa,Các khoản giảm trừ > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,(732.143.441),(12.000.960.744),-732143441.0,-12000960744.0
Doanh thu cung cấp dịch vụ,Các khoản giảm trừ > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,(94.131.700.402),(101.856.822.524),-94131700402.0,-101856822524.0
,,,(94.863.843.843),(113.857.783.268),-94863843843.0,-113857783268.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,,
Doanh thu bán hàng hóa,Doanh thu thuần về bán hàng và cung cấp dịch vụ > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,5.801.151.999.410,5.150.728.464.573,5801151999410.0,5150728464573.0
Doanh thu cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,64.311.673.101.300,57.698.065.886.794,64311673101300.0,57698065886794.0
,,,70.112.825.100.710,62.848.794.351.367,70112825100710.0,62848794351367.0
