row_label_raw,row_label_full,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tại ngày 31/12/2025,Tại ngày 31/12/2025_1,Tại ngày 31/12/2024,Tại ngày 31/12/2024_1,numeric__Công ty,numeric__Hoạt động chính,"numeric__Nơi thành lập, đăng ký hoạt động",numeric__Tại ngày 31/12/2025,numeric__Tại ngày 31/12/2025_1,numeric__Tại ngày 31/12/2024,numeric__Tại ngày 31/12/2024_1
STT,STT,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tỷ lệ sở hữu,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,Tỷ lệ biểu quyết,,,,,,,
47,STT > 47,47,Công ty Phần mềm FPT Hà Lan,Sản xuất phần mềm,Hà Lan,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
48,STT > 48,48,Công ty Base Platform Pte,Sản xuất phần mềm,Singapore,90%,90%,90%,90%,,,,0.9,0.9,0.9,0.9
49,STT > 49,49,Công ty Cổ phần Base Enterprise,Sản xuất phần mềm,Việt Nam,"89,99%","99,98%","89,99%","99,98%",,,,0.8998999999999999,0.9998,0.8998999999999999,0.9998
50,STT > 50,50,Công ty TNHH Phần mềm FPT Huế,Sản xuất phần mềm,Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
51,STT > 51,51,Công ty TNHH Công nghệ Thông tin FPT,Sản xuất phần mềm,Ă rập xã út,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
52,STT > 52,52,Công ty TNHH Phần mềm FPT Quảng Tây,Sản xuất phần mềm,Trung Quốc,Đã giải thể,,100%,100%,,,,,,1.0,1.0
53,STT > 53,53,Công ty TNHH NAC,Sản xuất phần mềm,Nhật Bản,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
54,STT > 54,54,Công ty TNHH Tư vấn AOSIS,Sản xuất phần mềm,Pháp,80%,80%,80%,80%,,,,0.8,0.8,0.8,0.8
55,STT > 55,55,Công ty TNHH Phần mềm FPT Đại Liên,Sản xuất phần mềm,Trung Quốc,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
56,STT > 56,56,Công ty FPT Automotive,Sản xuất phần mềm,Hoa Kỳ,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
57,STT > 57,57,Công ty Phần mềm FPT Rumania,Sản xuất phần mềm,Romania,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
58,STT > 58,58,Công ty TNHH Công nghệ mới FPT,Sản xuất phần mềm,Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
59,STT > 59,59,Công ty TNHH FPT Software Scandinavia ApS,Sản xuất phần mềm,Đan Mạch,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
60,STT > 60,60,Công ty TNHH FPT Smart Cloud Japan,Dịch vụ CNTT,Nhật Bản,60%,60%,100%,100%,,,,0.6,0.6,1.0,1.0
61,STT > 61,61,Công ty TNHH Đối mới và Sáng tạo FPT,Nghiên cứu khoa học và phát triển công nghệ,Việt Nam,100%,100%,Chưa thành lập,Chưa thành lập,,,,1.0,1.0,,
62,STT > 62,62,Công ty Mugur Filley PE TIE Khu vực (Một Đối Tác),Sản xuất phần mềm,Ă rập xã út,100%,100%,Chưa thành lập,Chưa thành lập,,,,1.0,1.0,,
63,STT > 63,63,Công ty FPT Software Sverige AB,Sản xuất phần mềm,Thụy Điển,100%,100%,Chưa thành lập,Chưa thành lập,,,,1.0,1.0,,
64,STT > 64,64,Công ty TNHH Bất động sản FPT,"Kinh doanh, môi giới BĐS",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
65,STT > 65,65,Công ty Cổ phần An toàn Thông tin Cyradar,Dịch vụ CNTT,Việt Nam,"77,78%","77,78%","77,78%","77,78%",,,,0.7778,0.7778,0.7778,0.7778
66,STT > 66,66,Công ty Cổ phần Công nghệ UTOP,Lập trình máy vi tính,Việt Nam,"55,63%","55,63%","55,63%","55,63%",,,,0.5563,0.5563,0.5563,0.5563
