row_label_raw,row_label_full,col_0,col_1,31/12/2025VND,31/12/2024VND,numeric__col_1,numeric__31/12/2025VND,numeric__31/12/2024VND
i),i),i),Các khoản ủy thác đầu tư,,,,,
i),i) > i),i),Công ty Cổ phần Quản lý Quỹ đầu tư FPT,39.275.051.776,39.275.051.776,,39275051776.0,39275051776.0
ii),ii),ii),Phải thu ngắn hạn của khách hàng (Thuyết minh 6),,,,,
ii),ii) > ii),ii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,54.839.728.652,45.188.852.981,,54839728652.0,45188852981.0
ii),ii) > ii),ii),Công ty Cổ phần Synnex FPT,375.577.271,1.285.502.494,,375577271.0,1285502494.0
ii),ii) > ii),ii),,55.215.305.923,46.474.355.475,,55215305923.0,46474355475.0
iii),iii),iii),Phải trả người bán ngắn hạn (Thuyết minh 17),,,,,
iii),iii) > iii),iii),Công ty Cổ phần Synnex FPT,188.899.996.714,323.041.857.148,,188899996714.0,323041857148.0
iii),iii) > iii),iii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,6.654.649.292,6.228.628.104,,6654649292.0,6228628104.0
iii),iii) > iii),iii),,195.554.646.006,329.270.485.252,,195554646006.0,329270485252.0
iv),iv),iv),Vay ngắn hạn (Thuyết minh 22),,,,,
iv),iv) > iv),iv),Công ty Cổ phần Synnex FPT,408.107.000.000,-,,408107000000.0,
