row_label_raw,row_label_full,Thuế giá trị gia tăng,Tại ngày1/1/2025VND > 641.580.671.733,Số phát sinh trong năm VND > 6.481.226.913.076,Số thực nộp/cấn trừ trong năm VND > (6.437.073.958.350),Tăng do mua công ty con VND > -,Chênh lệch tỷ giá hối đoái VND > 24.900.990.718,Tại ngày31/12/2025VND > 710.634.617.177,numeric__Tại ngày1/1/2025VND > 641.580.671.733,numeric__Số phát sinh trong năm VND > 6.481.226.913.076,numeric__Số thực nộp/cấn trừ trong năm VND > (6.437.073.958.350),numeric__Tăng do mua công ty con VND > -,numeric__Chênh lệch tỷ giá hối đoái VND > 24.900.990.718,numeric__Tại ngày31/12/2025VND > 710.634.617.177
Thuế TNDN,Thuế TNDN,Thuế TNDN,1.306.855.846.441,1.916.998.192.442,(2.238.070.257.305),83.292.031,14.636.074.010,1.000.503.147.619,1306855846441.0,1916998192442.0,-2238070257305.0,83292031.0,14636074010.0,1000503147619.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,236.647.637.870,2.268.289.175.447,(2.182.339.631.210),785.321.455,3.765.160.989,327.147.664.551,236647637870.0,2268289175447.0,-2182339631210.0,785321455.0,3765160989.0,327147664551.0
Khác,Khác,Khác,45.134.203.119,411.287.215.263,(433.193.481.948),42.691.949,864.015.991,24.134.644.374,45134203119.0,411287215263.0,-433193481948.0,42691949.0,864015991.0,24134644374.0
,,,2.230.218.359.163,11.077.801.496.228,(11.290.677.328.813),911.305.435,44.166.241.708,2.062.420.073.721,2230218359163.0,11077801496228.0,-11290677328813.0,911305435.0,44166241708.0,2062420073721.0
