row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,31,31,Tiền thu từ phát hành cổ phiếu,,1.196.235.184.778,163.342.989.874,,,1196235184778.0,163342989874.0
33,33,33,Tiền thu từ đi vay,,43.070.812.885.074,30.946.282.706.201,,,43070812885074.0,30946282706201.0
34,34,34,Tiền chi trả nợ gốc vay,,(36.890.984.827.601),(30.013.226.682.923),,,-36890984827601.0,-30013226682923.0
35,35,35,Tiền chi trả nợ gốc thuê tài chính,,(986.795.056),(2.305.346.865),,,-986795056.0,-2305346865.0
36,36,36,"Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(4.573.753.577.663),(3.291.859.792.121),,,-4573753577663.0,-3291859792121.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,2.801.322.869.532,(2.197.766.125.834),,,2801322869532.0,-2197766125834.0
50,50,50,Lưu chuyển tiền thuần trong năm,,1.312.623.193.814,1.044.198.889.933,,,1312623193814.0,1044198889933.0
60,60,60,Tiền và tương đương tiền đầu năm,4,9.315.440.438.884,8.279.156.683.221,,4.0,9315440438884.0,8279156683221.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(105.957.902.706),(7.915.134.270),,,-105957902706.0,-7915134270.0
70,70,70,Tiền và tương đương tiền cuối năm,4,10.522.105.729.992,9.315.440.438.884,,4.0,10522105729992.0,9315440438884.0
