row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị ghi sô VND,31/12/2025 > Giá trị hợp lý VND,31/12/2025 > Dự phòng VND,31/12/2024 > Giá trị ghi sô VND,31/12/2024 > Giá trị hợp lý VND,31/12/2024 > Dự phòng VND,numeric__31/12/2025 > Giá trị ghi sô VND,numeric__31/12/2025 > Giá trị hợp lý VND,numeric__31/12/2025 > Dự phòng VND,numeric__31/12/2024 > Giá trị ghi sô VND,numeric__31/12/2024 > Giá trị hợp lý VND,numeric__31/12/2024 > Dự phòng VND
Ngân hàng TMCP,Ngân hàng TMCP,Ngân hàng TMCP,,,,,,,,,,,,
Tiền Phong (*),Ngân hàng TMCP > Tiền Phong (*),Tiền Phong (*),494.371.420.000,3.212.499.468.600,-,494.371.420.000,2.979.009.541.800,-,494371420000.0,3212499468600.0,,494371420000.0,2979009541800.0,
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,,,,,,,,,,,,
Chứng khoán FPT (*),Công ty Cổ phần > Chứng khoán FPT (*),Chứng khoán FPT (*),451.052.683.613,2.111.628.988.150,-,451.052.683.613,2.458.566.556.200,-,451052683613.0,2111628988150.0,,451052683613.0,2458566556200.0,
Khác,Công ty Cổ phần > Khác,Khác,2.878.338.872.293,(**),(2.667.027.499.149),2.448.313.866.229,(**),(2.357.065.169.334),2878338872293.0,,-2667027499149.0,2448313866229.0,,-2357065169334.0
,,,3.823.762.975.906,,(2.667.027.499.149),3.393.737.969.842,,(2.357.065.169.334),3823762975906.0,,-2667027499149.0,3393737969842.0,,-2357065169334.0
