row_label_raw,row_label_full,Trong vòng 1 năm > Từ năm thứ 1 đến năm thứ 2 > Từ năm thứ 2 đến năm thứ 5 > Sau 5 năm,31/12/2025VND > 993.262.550.705 > 499.917.664.990 > 1.402.565.036.508 > 348.958.540,31/12/2024VND > 128.186.966.341 > 82.760.904.200 > 415.278.022.959 > 1.634.260.300,numeric__31/12/2025VND > 993.262.550.705 > 499.917.664.990 > 1.402.565.036.508 > 348.958.540,numeric__31/12/2024VND > 128.186.966.341 > 82.760.904.200 > 415.278.022.959 > 1.634.260.300
,,,2.896.094.210.743,627.860.153.800,2896094210743.0,627860153800.0
Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,(993.262.550.705),(128.186.966.341),-993262550705.0,-128186966341.0
Số dư phải trả sau 12 tháng,Số dư phải trả sau 12 tháng,Số dư phải trả sau 12 tháng,1.902.831.660.038,499.673.187.459,1902831660038.0,499673187459.0
