row_label_raw,row_label_full,"Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi",31/12/2025 > Giá gốc VND > 901.324.019.387,31/12/2025 > Giá trị có thể thu hồi VND > 262.784.792.476,31/12/2025 > Dự phòng VND > 638.539.226.911,numeric__31/12/2025 > Giá gốc VND > 901.324.019.387,numeric__31/12/2025 > Giá trị có thể thu hồi VND > 262.784.792.476,numeric__31/12/2025 > Dự phòng VND > 638.539.226.911
Trong đó:Dự phòng phải thu ngắn hạn khó đòiDự phòng phải thu dài hạn khó đòi,Trong đó:Dự phòng phải thu ngắn hạn khó đòiDự phòng phải thu dài hạn khó đòi,Trong đó:Dự phòng phải thu ngắn hạn khó đòiDự phòng phải thu dài hạn khó đòi,,,586.166.744.27452.372.482.637,,,5.8616674427452376e+22
,,,31/12/2024,31/12/2024,31/12/2024,,,
,,,Giá gốc VND,Giá trị có thể thu hồi VND,Dự phòng VND,,,
"Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi",902.697.324.169,230.792.915.673,671.904.408.496,902697324169.0,230792915673.0,671904408496.0
Trong đó:Dự phòng phải thu ngắn hạn khó đòiDự phòng phải thu dài hạn khó đòi,Trong đó:Dự phòng phải thu ngắn hạn khó đòiDự phòng phải thu dài hạn khó đòi,Trong đó:Dự phòng phải thu ngắn hạn khó đòiDự phòng phải thu dài hạn khó đòi,,,619.531.925.85952.372.482.637,,,6.195319258595238e+22
