row_label_raw,row_label_full,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tại ngày 31/12/2025,Tại ngày 31/12/2025_1,Tại ngày 31/12/2024,Tại ngày 31/12/2024_1,numeric__Công ty,numeric__Hoạt động chính,"numeric__Nơi thành lập, đăng ký hoạt động",numeric__Tại ngày 31/12/2025,numeric__Tại ngày 31/12/2025_1,numeric__Tại ngày 31/12/2024,numeric__Tại ngày 31/12/2024_1
STT,STT,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tỷ lệ sở hữu,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,Tỷ lệ biểu quyết,,,,,,,
67,STT > 67,67,Công ty TNHH Ví FPT,Dịch vụ trung gian thanh toán,Việt Nam,100%,100%,30%,30%,,,,1.0,1.0,0.3,0.3
68,STT > 68,68,Công ty Cổ phần Công nghệ Y tế FPT,Xử lý dữ liệu và dịch vụ CNTT,Việt Nam,"99,99%","99,99%",Chưa thành lập,Chưa thành lập,,,,0.9998999999999999,0.9998999999999999,,
69,STT > 69,69,Trường Trung học phổ thông FPT (Hà Nội),"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
70,STT > 70,70,Công ty TNHH Sáng tạo Công nghệ FPT Toàn cầu,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
71,STT > 71,71,Trường Tiểu học và Trung học cơ sở FPT,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
72,STT > 72,72,"Trường Tiểu học, THCS và THPT FPT Đà Nẵng","Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
73,STT > 73,73,Trường Trung học Phổ thông FPT (Cần Thơ),"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
74,STT > 74,74,Trường Đại học FPT,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
75,STT > 75,75,Công ty TNHH Đầu tư Thanh Sang,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
76,STT > 76,76,Trường Cao đẳng FPT Polytechnic,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
77,STT > 77,77,Trường Tiểu học và Trung học cơ sở FPT Cầu Giấy,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
78,STT > 78,78,Công ty TNHH Thương mại và Dịch vụ Trung tâm Lợi,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
79,STT > 79,79,Trường Trung học Phổ thông FPT (Bình Định),"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
80,STT > 80,80,"Trường Tiểu học, THCS và THPT FPT Bắc Ninh","Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
81,STT > 81,81,Trường THCS và THPT FPT Hải Phòng,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
82,STT > 82,82,"Trường Tiểu học, THCS và THPT FPT Bắc Giang","Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
83,STT > 83,83,"Trường Tiểu học, THCS và THPT FPT Hà Nam","Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
