row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị VND,31/12/2025 > Số có khả năng trả nợ VND,31/12/2024 > Giá trị VND,31/12/2024 > Số có khả năng trả nợ VND,numeric__31/12/2025 > Giá trị VND,numeric__31/12/2025 > Số có khả năng trả nợ VND,numeric__31/12/2024 > Giá trị VND,numeric__31/12/2024 > Số có khả năng trả nợ VND
Bên thứ ba,Bên thứ ba,Bên thứ ba,3.641.526.668.761,3.641.526.792.120,4.094.642.355.046,4.094.642.355.046,3641526668761.0,3641526792120.0,4094642355046.0,4094642355046.0
Bên liên quan(Thuyết minh 35(b)),Bên liên quan(Thuyết minh 35(b)),Bên liên quan(Thuyết minh 35(b)),195.554.646.006,195.554.646.006,329.270.485.252,329.270.485.252,195554646006.0,195554646006.0,329270485252.0,329270485252.0
,,,3.837.081.314.767,3.837.081.438.126,4.423.912.840.298,4.423.912.840.298,3837081314767.0,3837081438126.0,4423912840298.0,4423912840298.0
