row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2025 VND,Tại ngày 31 tháng 12 năm > 2024 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025 VND,numeric__Tại ngày 31 tháng 12 năm > 2024 VND
100,100,100,TÀI SẢN NGÂN HẠN,,58.137.438.254.908,45.535.942.846.453,,,58137438254908.0,45535942846453.0
110,110,110,Tiền và các khoản tương đương tiền,4,10.522.105.729.992,9.315.440.438.884,,4.0,10522105729992.0,9315440438884.0
111,111,111,Tiền,,8.084.751.080.186,6.725.619.929.289,,,8084751080186.0,6725619929289.0
112,112,112,Các khoản tương đương tiền,,2.437.354.649.806,2.589.820.509.595,,,2437354649806.0,2589820509595.0
120,120,120,Đầu tư tài chính ngắn hạn,,29.630.986.737.440,21.785.213.686.808,,,29630986737440.0,21785213686808.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,5(a),29.630.986.737.440,21.785.213.686.808,,,29630986737440.0,21785213686808.0
130,130,130,Các khoản phải thu ngắn hạn,,14.402.017.450.105,11.381.523.992.803,,,14402017450105.0,11381523992803.0
131,131,131,Phải thu ngắn hạn của khách hàng,6,12.734.600.596.550,10.537.019.113.380,,6.0,12734600596550.0,10537019113380.0
132,132,132,Trả trước cho người bán ngắn hạn,7,952.737.932.722,610.379.845.664,,7.0,952737932722.0,610379845664.0
134,134,134,Phải thu theo tiến độ kế hoạch hợp đồng,8,200.405.269.967,136.097.256.629,,8.0,200405269967.0,136097256629.0
135,135,135,Phải thu về cho vay ngắn hạn,,9.195.910.819,9.808.117.590,,,9195910819.0,9808117590.0
136,136,136,Phải thu ngắn hạn khác,9(a),1.091.244.484.321,707.751.585.399,,,1091244484321.0,707751585399.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,10,(586.166.744.274),(619.531.925.859),,10.0,-586166744274.0,-619531925859.0
140,140,140,Hàng tồn kho,11,2.193.769.802.339,1.856.756.949.030,,11.0,2193769802339.0,1856756949030.0
141,141,141,Hàng tồn kho,,2.277.393.610.177,1.990.224.486.513,,,2277393610177.0,1990224486513.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(83.623.807.838),(133.467.537.483),,,-83623807838.0,-133467537483.0
150,150,150,Tài sản ngắn hạn khác,,1.388.558.535.032,1.197.007.778.928,,,1388558535032.0,1197007778928.0
151,151,151,Chi phí trả trước ngắn hạn,12(a),641.974.035.769,479.707.218.558,,,641974035769.0,479707218558.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,609.517.465.104,648.697.117.785,,,609517465104.0,648697117785.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,13(a),137.067.034.159,68.603.442.585,,,137067034159.0,68603442585.0
