row_label_raw,row_label_full,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tại ngày 31/12/2025,Tại ngày 31/12/2025_1,Tại ngày 31/12/2024,Tại ngày 31/12/2024_1,numeric__Công ty,numeric__Hoạt động chính,"numeric__Nơi thành lập, đăng ký hoạt động",numeric__Tại ngày 31/12/2025,numeric__Tại ngày 31/12/2025_1,numeric__Tại ngày 31/12/2024,numeric__Tại ngày 31/12/2024_1
STT,STT,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tỷ lệ sở hữu,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,Tỷ lệ biểu quyết,,,,,,,
24,STT > 24,24,Công ty TNHH Phần mềm FPT Malaysia,Sản xuất phần mềm,Malaysia,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
25,STT > 25,25,Công ty TNHH Giải pháp Phần mềm FPT Châu Á Thái Bình Dương,Sản xuất phần mềm,Singapore,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
26,STT > 26,26,Công ty TNHH Phần mềm FPT Australasia,Sản xuất phần mềm,Úc,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
27,STT > 27,27,Công ty TNHH Phần mềm FPT Châu Âu,Sản xuất phần mềm,Pháp,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
28,STT > 28,28,Công ty TNHH Phần mềm FPT Philippines,Sản xuất phần mềm,Philippines,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
29,STT > 29,29,Công ty TNHH FPT Slovakia,Sản xuất phần mềm,Slovakia,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
30,STT > 30,30,Công ty TNHH FPT Cộng hòa Séc,Sản xuất phần mềm,Cộng hòa Séc,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
31,STT > 31,31,Công ty TNHH FPT Châu Á Thái Bình Dương,Sản xuất phần mềm,Singapore,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
32,STT > 32,32,Công ty TNHH FPT Siam,Sản xuất phần mềm,Thải Lan,"99,97%","99,97%","99,97%","99,97%",,,,0.9997,0.9997,0.9997,0.9997
33,STT > 33,33,Công ty TNHH Công nghệ FPT DMCC,Sản xuất phần mềm,UAE,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
34,STT > 34,34,Công ty TNHH Tư vấn FPT LLC,Sản xuất phần mềm,UAE,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
35,STT > 35,35,Công ty TNHH Dịch vụ Tư vấn FPT,Sản xuất phần mềm,HongKong,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
36,STT > 36,36,Công ty TNHH Hệ thống thông tin Singapore,Sản xuất phần mềm,Singapore,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
37,STT > 37,37,Công ty TNHH FPT Myanmar,Sản xuất phần mềm,Myanmar,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
38,STT > 38,38,Công ty TNHH Phần mềm FPT Hồ Chí Minh,Sản xuất phần mềm,Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
39,STT > 39,39,Công ty TNHH Phần mềm FPT Hà Nội,Sản xuất phần mềm,Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
40,STT > 40,40,Công ty TNHH Phần mềm FPT Miền Trung,Sản xuất phần mềm,Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
41,STT > 41,41,Công ty TNHH Phần mềm FPT Thăng Long,Sản xuất phần mềm,Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
42,STT > 42,42,Công ty TNHH Phần mềm sáng tạo FPT,Sản xuất phần mềm,Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
43,STT > 43,43,Công ty Cổ phần Công nghệ HOMA,"Sản xuất, kinh doanh thiết bị điện tử",Việt Nam,Đã giải thể,Đã giải thể,75%,75%,,,,,,0.75,0.75
44,STT > 44,44,Công ty TNHH Phần mềm FPT Quy Nhơn,Sản xuất phần mềm,Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
45,STT > 45,45,Công ty Phần mềm FPT Tô Châu,Sản xuất phần mềm,Trung Quốc,Đã giải thể,Đã giải thể,100%,100%,,,,,,1.0,1.0
46,STT > 46,46,Công ty TNHH Akavault,Tư vấn công nghệ,Singapore,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
