row_label_raw,row_label_full,col_0,col_1,31/12/2025VND,31/12/2024VND,numeric__col_1,numeric__31/12/2025VND,numeric__31/12/2024VND
(a),(a),(a),Ngắn hạn,Ngắn hạn,Ngắn hạn,,,
(a),(a) > (a),(a),"Lãi phải thu cho vay, lãi tiền gửi",386.961.959.844,289.703.411.746,,386961959844.0,289703411746.0
(a),(a) > (a),(a),Phải thu liên quan tới các hợp đồng dịch vụbảo trì,106.185.012.451,123.974.392.686,,106185012451.0,123974392686.0
(a),(a) > (a),(a),"Ký quỹ, ký cược",71.318.634.954,62.884.975.761,,71318634954.0,62884975761.0
(a),(a) > (a),(a),Khác,526.778.877.072,231.188.805.206,,526778877072.0,231188805206.0
(a),(a) > (a),(a),,1.091.244.484.321,707.751.585.399,,1091244484321.0,707751585399.0
(b),(b),(b),Dài hạn,Dài hạn,Dài hạn,,,
(b),(b) > (b),(b),"Ký quỹ, ký cược",559.063.332.256,328.594.343.657,,559063332256.0,328594343657.0
(b),(b) > (b),(b),Khác,52.372.482.637,52.914.582.637,,52372482637.0,52914582637.0
(b),(b) > (b),(b),,611.435.814.893,381.508.926.294,,611435814893.0,381508926294.0
