row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị ghi số VND,31/12/2025 > Giá trị hợp lý VND,31/12/2024 > Giá trị ghi số VND,31/12/2024 > Giá trị hợp lý VND,numeric__31/12/2025 > Giá trị ghi số VND,numeric__31/12/2025 > Giá trị hợp lý VND,numeric__31/12/2024 > Giá trị ghi số VND,numeric__31/12/2024 > Giá trị hợp lý VND
Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,1.106.227.927.640,(**),1.016.060.168.368,(**),1106227927640.0,,1016060168368.0,
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT (*),1.940.881.302.355,11.847.996.394.000,889.664.704.380,11.767.160.640.000,1940881302355.0,11847996394000.0,889664704380.0,11767160640000.0
Khác,Khác,Khác,534.019.287.430,(**),375.497.564.004,(**),534019287430.0,,375497564004.0,
,,,3.581.128.517.425,,2.281.222.436.752,,3581128517425.0,,2281222436752.0,
