row_label_raw,row_label_full,col_0,col_1,31/12/2025VND,31/12/2024VND,numeric__col_1,numeric__31/12/2025VND,numeric__31/12/2024VND
(a),(a),(a),Phải thu,,,,,
(a),(a) > (a),(a),Thuế giá trị gia tăng,15.918.843.056,218.261.871,,15918843056.0,218261871.0
(a),(a) > (a),(a),Thuế TNDN,99.485.857.735,65.404.121.089,,99485857735.0,65404121089.0
(a),(a) > (a),(a),Thuế thu nhập cá nhân,645.634.761,25.298.794,,645634761.0,25298794.0
(a),(a) > (a),(a),Khác,21.016.698.607,2.955.760.831,,21016698607.0,2955760831.0
(a),(a) > (a),(a),,137.067.034.159,68.603.442.585,,137067034159.0,68603442585.0
(b),(b),(b),Phải nộp,,,,,
(b),(b) > (b),(b),Thuế giá trị gia tăng,726.553.460.233,641.798.933.604,,726553460233.0,641798933604.0
(b),(b) > (b),(b),Thuế TNDN,1.099.989.005.354,1.372.259.967.530,,1099989005354.0,1372259967530.0
(b),(b) > (b),(b),Thuế thu nhập cá nhân,327.793.299.312,236.672.936.664,,327793299312.0,236672936664.0
(b),(b) > (b),(b),Khác,45.151.342.981,48.089.963.950,,45151342981.0,48089963950.0
(b),(b) > (b),(b),,2.199.487.107.880,2.298.821.801.748,,2199487107880.0,2298821801748.0
