row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND","Máy móc,thiết bịVND",Phương tiệnvận tảiVND,Thiết bịquản lýVND,KhácVND,Tổng cộngVND,"numeric__Nhà cửa,vật kiến trúcVND","numeric__Máy móc,thiết bịVND",numeric__Phương tiệnvận tảiVND,numeric__Thiết bịquản lýVND,numeric__KhácVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Tại ngày 1 tháng 1 năm 2025,Nguyên giá > Tại ngày 1 tháng 1 năm 2025,Tại ngày 1 tháng 1 năm 2025,8.265.939.787.012,15.156.680.967.209,118.603.134.649,797.137.596.070,119.372.181.571,24.457.733.666.511,8265939787012.0,15156680967209.0,118603134649.0,797137596070.0,119372181571.0,24457733666511.0
Tăng do mua sắm,Nguyên giá > Tăng do mua sắm,Tăng do mua sắm,119.067.059.843,707.329.941.448,25.025.113.921,89.666.718.493,5.053.984.206,946.142.817.911,119067059843.0,707329941448.0,25025113921.0,89666718493.0,5053984206.0,946142817911.0
Tăng do XDCB hoàn thành,Nguyên giá > Tăng do XDCB hoàn thành,Tăng do XDCB hoàn thành,1.224.183.255.879,2.841.168.287.490,-,1.477.140.590,856.231.509,4.067.684.915.468,1224183255879.0,2841168287490.0,,1477140590.0,856231509.0,4067684915468.0
"Thanh lý, xóa số","Nguyên giá > Thanh lý, xóa số","Thanh lý, xóa số",(3.937.344.462),(288.250.587.887),(12.683.987.343),(24.689.790.896),(7.683.166.634),(337.244.877.222),-3937344462.0,-288250587887.0,-12683987343.0,-24689790896.0,-7683166634.0,-337244877222.0
Tăng/(giảm) khác,Nguyên giá > Tăng/(giảm) khác,Tăng/(giảm) khác,3.690.681.274,(57.874.868.179),486.431.758,40.558.987.412,864.617.069,(12.274.150.666),3690681274.0,-57874868179.0,486431758.0,40558987412.0,864617069.0,-12274150666.0
Tại ngày 31 tháng 12 năm 2025,Nguyên giá > Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,9.608.943.439.546,18.359.053.740.081,131.430.692.985,904.150.651.669,118.463.847.721,29.122.042.372.002,9608943439546.0,18359053740081.0,131430692985.0,904150651669.0,118463847721.0,29122042372002.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,,,,,,
Tại ngày 1 tháng 1 năm 2025,Giá trị khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2025,Tại ngày 1 tháng 1 năm 2025,(1.567.093.008.084),(9.438.763.122.818),(74.827.360.524),(556.069.538.066),(46.412.675.301),(11.683.165.704.793),-1567093008084.0,-9438763122818.0,-74827360524.0,-556069538066.0,-46412675301.0,-11683165704793.0
Khấu hao trong năm,Giá trị khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,(387.496.756.736),(1.842.296.879.481),(13.341.770.988),(84.126.291.020),(9.117.709.848),(2.336.379.408.073),-387496756736.0,-1842296879481.0,-13341770988.0,-84126291020.0,-9117709848.0,-2336379408073.0
"Thanh lý, xóa số","Giá trị khấu hao lũy kế > Thanh lý, xóa số","Thanh lý, xóa số",2.838.465.617,242.855.644.566,6.596.525.683,24.281.895.523,2.506.361.816,279.078.893.205,2838465617.0,242855644566.0,6596525683.0,24281895523.0,2506361816.0,279078893205.0
Khác,Giá trị khấu hao lũy kế > Khác,Khác,(2.116.254.818),7.850.012.695,(924.654.210),(26.685.478.077),(531.293.872),(22.407.668.282),-2116254818.0,7850012695.0,-924654210.0,-26685478077.0,-531293872.0,-22407668282.0
Tại ngày 31 tháng 12 năm 2025,Giá trị khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,(1.953.867.554.021),(11.030.354.345.038),(82.497.260.039),(642.599.411.640),(53.555.317.205),(13.762.873.887.943),-1953867554021.0,-11030354345038.0,-82497260039.0,-642599411640.0,-53555317205.0,-13762873887943.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Tại ngày 1 tháng 1 năm 2025,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2025,Tại ngày 1 tháng 1 năm 2025,6.698.846.778.928,5.717.917.844.391,43.775.774.125,241.068.058.004,72.959.506.270,12.774.567.961.718,6698846778928.0,5717917844391.0,43775774125.0,241068058004.0,72959506270.0,12774567961718.0
Tại ngày 31 tháng 12 năm 2025,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,7.655.075.885.525,7.328.699.395.043,48.933.432.946,261.551.240.029,64.908.530.516,15.359.168.484.059,7655075885525.0,7328699395043.0,48933432946.0,261551240029.0,64908530516.0,15359168484059.0
