row_label_raw,row_label_full,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tại ngày 31/12/2025,Tại ngày 31/12/2025_1,Tại ngày 31/12/2024,Tại ngày 31/12/2024_1,numeric__Công ty,numeric__Hoạt động chính,"numeric__Nơi thành lập, đăng ký hoạt động",numeric__Tại ngày 31/12/2025,numeric__Tại ngày 31/12/2025_1,numeric__Tại ngày 31/12/2024,numeric__Tại ngày 31/12/2024_1
STT,STT,STT,Công ty,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tỷ lệ sở hữu,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,Tỷ lệ biểu quyết,,,,,,,
84,STT > 84,84,"Trường Tiểu học, THCS và THPT FPT Hậu Giang","Giáo dục, đào tạo",Việt Nam,100%,100%,,Chưa thành lập,,,,1.0,1.0,,
85,STT > 85,85,"Trường Tiểu học, THCS và THPT FPT Sốc Trăng","Giáo dục, đào tạo",Việt Nam,100%,100%,,Chưa thành lập,,,,1.0,1.0,,
86,STT > 86,86,"Trường Tiểu học, THCS và THPT FPT Huế","Giáo dục, đào tạo",Việt Nam,100%,100%,,Chưa thành lập,,,,1.0,1.0,,
87,STT > 87,87,"Trường Tiểu học, THCS và THPT FPT Long Vân","Giáo dục, đào tạo",Việt Nam,100%,100%,,Chưa thành lập,,,,1.0,1.0,,
88,STT > 88,88,Công ty TNHH FPT Polytechnic Thanh Hóa,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
89,STT > 89,89,Trường Cao Đằng FPT Polytechnic Thanh Hóa,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
90,STT > 90,90,Trường THPT Tây Hà Nội,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
91,STT > 91,91,Công ty TNHH Giáo dục FPT Nghệ An,"Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
92,STT > 92,92,"Trường Tiểu học, THCS và THPT FPT Thanh Hóa","Giáo dục, đào tạo",Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
93,STT > 93,93,Công ty Cổ phần Quốc tế Telehouse Vietnam,Dịch vụ trung tâm dữ liệu,Việt Nam,51%,51%,51%,51%,,,,0.51,0.51,0.51,0.51
94,STT > 94,94,Công ty TNHH Hệ thống Thông tin Campuchia,"Tích hợp hệ thống, dịch vụ phần mềm",Campuchia,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
95,STT > 95,95,Công ty TNHH Đầu tư và Phát triển Hệ thống dấu thầu qua mạng quốc gia,Giải pháp ứng dụng thương mại điện tử trong hoạt động mua sắm chính phủ,Việt Nam,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
96,STT > 96,96,Công ty Cổ phần Truyền thông TechUp,Xuất bản phần mềm,Việt Nam,"73,75%","73,75%","73,75%","73,75%",,,,0.7375,0.7375,0.7375,0.7375
97,STT > 97,97,Công ty Cổ phần bán dẫn FPT,Sản xuất linh kiện điện tử,Việt Nam,"94,99%","94,99%","94,99%","94,99%",,,,0.9499,0.9499,0.9499,0.9499
