row_label_raw,row_label_full,col_0,col_1,2025VND,2024VND,numeric__col_1,numeric__2025VND,numeric__2024VND
iii),iii),iii),Nhận cổ tức bằng tiền (Thuyết minh 5(b)),,,,,
iii),iii) > iii),iii),Công ty Cổ phần Synnex FPT,171.133.791.000,285.222.985.000,,171133791000.0,285222985000.0
iv),iv),iv),Vay mới (Thuyết minh 22),,,,,
iv),iv) > iv),iv),Công ty Cổ phần Synnex FPT,408.107.000.000,-,,408107000000.0,
iv),iv) > iv),iv),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,-,100.000.000.000,,,100000000000.0
v),v),v),Thanh toán các khoản vay,,,,,
v),v) > v),v),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,-,100.000.000.000,,,100000000000.0
vi),vi),vi),Lãi đi vay,,,,,
vi),vi) > vi),vi),Công ty Cổ phần Synnex FPT,89.819.070,-,,89819070.0,
vi),vi) > vi),vi),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,-,1.010.958.904,,,1010958904.0
,,,,89.819.070,1.010.958.904,,89819070.0,1010958904.0
