row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,70.207.688.944.553,62.962.652.134.635,,,70207688944553.0,62962652134635.0
02,02,02,Các khoản giảm trừ doanh thu,,94.863.843.843,113.857.783.268,,,94863843843.0,113857783268.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),26,70.112.825.100.710,62.848.794.351.367,,26.0,70112825100710.0,62848794351367.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,27,44.224.295.588.297,39.150.445.981.451,,27.0,44224295588297.0,39150445981451.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,25.888.529.512.413,23.698.348.369.916,,,25888529512413.0,23698348369916.0
21,21,21,Doanh thu hoạt động tài chính,28,2.977.156.356.773,1.935.749.115.305,,28.0,2977156356773.0,1935749115305.0
22,22,22,Chi phí tài chính,29,1.672.048.701.466,1.811.547.381.981,,29.0,1672048701466.0,1811547381981.0
23,23,23,- Trong đó: Chi phí lãi vay,,809.759.601.156,551.639.361.786,,,809759601156.0,551639361786.0
24,24,24,"Phần lãi trong công ty liên doanh, liên kết",5(b),658.024.835.314,392.531.256.272,,,658024835314.0,392531256272.0
25,25,25,Chi phí bán hàng,30,7.562.660.640.454,6.115.961.971.783,,30.0,7562660640454.0,6115961971783.0
26,26,26,Chi phí quản lý doanh nghiệp,31,7.337.325.397.804,7.074.038.614.774,,31.0,7337325397804.0,7074038614774.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),,12.951.675.964.776,11.025.080.772.955,,,12951675964776.0,11025080772955.0
31,31,31,Thu nhập khác,,142.892.570.480,175.450.599.740,,,142892570480.0,175450599740.0
32,32,32,Chi phí khác,,50.935.701.459,130.864.954.876,,,50935701459.0,130864954876.0
40,40,40,Lợi nhuận khác (40 = 31 - 32),,91.956.869.021,44.585.644.864,,,91956869021.0,44585644864.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,13.043.632.833.797,11.069.666.417.819,,,13043632833797.0,11069666417819.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,32(a),1.916.998.192.442,1.922.927.614.658,,,1916998192442.0,1922927614658.0
52,52,52,Thu nhập thuế TNDN hoãn lại,32(b),(105.704.809.379),(280.683.727.283),,,-105704809379.0,-280683727283.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,11.232.339.450.734,9.427.422.530.444,,,11232339450734.0,9427422530444.0
61,61,61,Phân bổ cho:,,,,,,,
62,61 > 62,62,Cổ đông của công ty mẹ,,9.376.127.629.501,7.856.767.812.178,,,9376127629501.0,7856767812178.0
,,,Cổ đông không kiểm soát,,1.856.211.821.233,1.570.654.718.266,,,1856211821233.0,1570654718266.0
70,61 > 70,70,Lãi cơ bản trên cổ phiếu,25(a),5.216,4.292,,,5216.0,4292.0
71,61 > 71,71,Lãi suy giảm trên cổ phiếu,25(b),5.216,4.292,,,5216.0,4292.0
