row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2025 VND,Tại ngày 31 tháng 12 năm > 2024 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025 VND,numeric__Tại ngày 31 tháng 12 năm > 2024 VND
200,200,200,TÀI SẢN DÀI HẠN,,30.004.553.379.717,26.464.052.832.167,,,30004553379717.0,26464052832167.0
210,210,210,Các khoản phải thu dài hạn,,564.342.065.270,331.646.166.008,,,564342065270.0,331646166008.0
215,215,215,Phải thu về cho vay dài hạn,,5.278.733.014,2.509.722.351,,,5278733014.0,2509722351.0
216,216,216,Phải thu dài hạn khác,9(b),611.435.814.893,381.508.926.294,,,611435814893.0,381508926294.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,10,(52.372.482.637),(52.372.482.637),,10.0,-52372482637.0,-52372482637.0
220,220,220,Tài sản cố định,,17.288.541.848.861,14.816.131.186.204,,,17288541848861.0,14816131186204.0
221,221,221,Tài sản cố định hữu hình,14(a),15.359.168.484.059,12.774.567.961.718,,,15359168484059.0,12774567961718.0
222,222,222,Nguyên giá,,29.122.042.372.002,24.457.733.666.511,,,29122042372002.0,24457733666511.0
223,223,223,Giá trị khấu hao lũy kế,,(13.762.873.887.943),(11.683.165.704.793),,,-13762873887943.0,-11683165704793.0
224,224,224,Tài sản cố định thuê tài chính,,1.277.212.606,2.042.708.364,,,1277212606.0,2042708364.0
225,225,225,Nguyên giá,,5.871.006.196,5.716.034.788,,,5871006196.0,5716034788.0
226,226,226,Giá trị khấu hao lũy kế,,(4.593.793.590),(3.673.326.424),,,-4593793590.0,-3673326424.0
227,227,227,Tài sản cố định vô hình,14(b),1.928.096.152.196,2.039.520.516.122,,,1928096152196.0,2039520516122.0
228,228,228,Nguyên giá,,3.868.883.110.367,3.656.302.027.788,,,3868883110367.0,3656302027788.0
229,229,229,Giá trị khấu hao lũy kế,,(1.940.786.958.171),(1.616.781.511.666),,,-1940786958171.0,-1616781511666.0
240,240,240,Tài sản dở dang dài hạn,,1.605.078.004.898,2.559.766.724.411,,,1605078004898.0,2559766724411.0
242,242,242,Chi phí xây dựng cơ bản dở dang,15,1.605.078.004.898,2.559.766.724.411,,15.0,1605078004898.0,2559766724411.0
250,250,250,Đầu tài tài chính dài hạn,,4.737.863.994.182,3.318.095.237.260,,,4737863994182.0,3318095237260.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",5(b),3.581.128.517.425,2.281.222.436.752,,,3581128517425.0,2281222436752.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,5(b),3.823.762.975.906,3.393.737.969.842,,,3823762975906.0,3393737969842.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,5(b),(2.667.027.499.149),(2.357.065.169.334),,,-2667027499149.0,-2357065169334.0
255,255,255,Đầu tư nằm giữ đến ngày đáo hạn,5(a),-,200.000.000,,,,200000000.0
260,260,260,Tài sản dài hạn khác,,5.808.727.466.506,5.438.413.518.284,,,5808727466506.0,5438413518284.0
261,261,261,Chi phí trả trước dài hạn,12(b),4.200.230.383.066,3.765.187.625.417,,,4200230383066.0,3765187625417.0
262,262,262,Tài sản thuế thu nhập hoãn lại,32(b),592.766.817.279,575.767.686.189,,,592766817279.0,575767686189.0
269,269,269,Lợi thế thương mại,16,1.015.730.266.161,1.097.458.206.678,,16.0,1015730266161.0,1097458206678.0
270,270,270,TỔNG TÀI SẢN,,88.141.991.634.625,71.999.995.678.620,,,88141991634625.0,71999995678620.0
