row_label_raw,row_label_full,col_0,2019VND,2018VND,numeric__2019VND,numeric__2018VND
1. Chi phí cho nhân viên:,1. Chi phí cho nhân viên:,1. Chi phí cho nhân viên:,794.934.868.878,623.416.923.074,794934868878.0,623416923074.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi lương và phụ cấp,Trong đó: > ▪ Chi lương và phụ cấp,▪ Chi lương và phụ cấp,613.418.280.007,470.483.643.911,613418280007.0,470483643911.0
▪ Chi đóng góp theo lương,Trong đó: > ▪ Chi đóng góp theo lương,▪ Chi đóng góp theo lương,116.784.645.693,106.056.208.843,116784645693.0,106056208843.0
▪ Chi trợ cấp,Trong đó: > ▪ Chi trợ cấp,▪ Chi trợ cấp,3.833.955.043,1.961.384.273,3833955043.0,1961384273.0
▪ Chi khác cho nhân viên,Trong đó: > ▪ Chi khác cho nhân viên,▪ Chi khác cho nhân viên,60.897.988.135,44.915.686.047,60897988135.0,44915686047.0
2. Chi về tài sản,Trong đó: > 2. Chi về tài sản,2. Chi về tài sản,368.972.375.236,291.970.117.935,368972375236.0,291970117935.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi phí khấu hao tài sản cố định,Trong đó: > ▪ Chi phí khấu hao tài sản cố định,▪ Chi phí khấu hao tài sản cố định,83.090.119.850,61.078.817.972,83090119850.0,61078817972.0
▪ Chi phí tài sản khác,Trong đó: > ▪ Chi phí tài sản khác,▪ Chi phí tài sản khác,285.882.255.386,230.891.299.963,285882255386.0,230891299963.0
3. Chi cho hoạt động quản lý công vụ,Trong đó: > 3. Chi cho hoạt động quản lý công vụ,3. Chi cho hoạt động quản lý công vụ,1.215.516.513.885,911.065.635.039,1215516513885.0,911065635039.0
"4. Chi nộp phí bảo hiểm, bảo hiểm tiền gửi của khách hàng","Trong đó: > 4. Chi nộp phí bảo hiểm, bảo hiểm tiền gửi của khách hàng","4. Chi nộp phí bảo hiểm, bảo hiểm tiền gửi của khách hàng",57.009.399.667,51.059.777.641,57009399667.0,51059777641.0
"5. Chi nộp thuế và các khoản phí, lệ phí","Trong đó: > 5. Chi nộp thuế và các khoản phí, lệ phí","5. Chi nộp thuế và các khoản phí, lệ phí",2.905.131.032,4.144.834.092,2905131032.0,4144834092.0
6. Chi phí dự phòng,Trong đó: > 6. Chi phí dự phòng,6. Chi phí dự phòng,9.897.812.695,(11.890.000.000),9897812695.0,-11890000000.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Trích lập/(hoàn nhập) dự phòng giảm giá các khoản đầu tư dài hạn khác (Thuyết minh 12(ii)),Trong đó: > ▪ Trích lập/(hoàn nhập) dự phòng giảm giá các khoản đầu tư dài hạn khác (Thuyết minh 12(ii)),▪ Trích lập/(hoàn nhập) dự phòng giảm giá các khoản đầu tư dài hạn khác (Thuyết minh 12(ii)),9.897.812.695,(11.890.000.000),9897812695.0,-11890000000.0
,,,2.449.236.101.393,1.869.767.287.781,2449236101393.0,1869767287781.0
