row_label_raw,row_label_full,col_0,2019Cổ phiếu,2018Cổ phiếuTrình bày lại(**),2018Cổ phiếuNhư đã trìnhbảy trước đây,numeric__2019Cổ phiếu,numeric__2018Cổ phiếuTrình bày lại(**),numeric__2018Cổ phiếuNhư đã trìnhbảy trước đây
Cổ phiếu phổ thông đã phát hành năm trước mang sang,Cổ phiếu phổ thông đã phát hành năm trước mang sang,Cổ phiếu phổ thông đã phát hành năm trước mang sang,649.680.063,489.759.000,489.759.000,649680063.0,489759000.0,489759000.0
Ảnh hưởng của việc phát hành cổ phiếu riêng lẻ,Ảnh hưởng của việc phát hành cổ phiếu riêng lẻ,Ảnh hưởng của việc phát hành cổ phiếu riêng lẻ,-,34.912.096,34.912.096,,34912096.0,34912096.0
Cổ phiếu quỹ tái phát hành trong năm,Cổ phiếu quỹ tái phát hành trong năm,Cổ phiếu quỹ tái phát hành trong năm,4.769.781,-,-,4769781.0,,
Ảnh hưởng của việc phát hành cổ phiếu thường,Ảnh hưởng của việc phát hành cổ phiếu thường,Ảnh hưởng của việc phát hành cổ phiếu thường,129.936.012,174.479.997,69.545.778,129936012.0,174479997.0,69545778.0
Số lượng bình quân gia quyền của cổ phiếu phổ thông,Số lượng bình quân gia quyền của cổ phiếu phổ thông,Số lượng bình quân gia quyền của cổ phiếu phổ thông,784.385.856,699.151.093,594.216.874,784385856.0,699151093.0,594216874.0
