row_label_raw,row_label_full,col_0,31/12/2019 > Giá trị theo hợp đồng – gộp VND,31/12/2019 > Tiền gửi ký quỹ VND,31/12/2019 > Giá trị theo hợp đồng – thuần VND,31/12/2018 > Giá trị theo hợp đồng – gộp VND,31/12/2018 > Tiền gửi ký quỹ VND,31/12/2018 > Giá trị theo hợp đồng – thuần VND,numeric__31/12/2019 > Giá trị theo hợp đồng – gộp VND,numeric__31/12/2019 > Tiền gửi ký quỹ VND,numeric__31/12/2019 > Giá trị theo hợp đồng – thuần VND,numeric__31/12/2018 > Giá trị theo hợp đồng – gộp VND,numeric__31/12/2018 > Tiền gửi ký quỹ VND,numeric__31/12/2018 > Giá trị theo hợp đồng – thuần VND
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,85.569.283.000,483.850.900,85.085.432.100,92.153.283.000,1.108.747.705,91.044.535.295,85569283000.0,483850900.0,85085432100.0,92153283000.0,1108747705.0,91044535295.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,47.986.481.827.232,-,47.986.481.827.232,27.279.890.926.374,-,27.279.890.926.374,47986481827232.0,,47986481827232.0,27279890926374.0,,27279890926374.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,,
▪ Cam kết mua ngoại tệ,Trong đó: > ▪ Cam kết mua ngoại tệ,▪ Cam kết mua ngoại tệ,1.185.122.030.475,-,1.185.122.030.475,395.761.500.000,-,395.761.500.000,1185122030475.0,,1185122030475.0,395761500000.0,,395761500000.0
▪ Cam kết bán ngoại tệ,Trong đó: > ▪ Cam kết bán ngoại tệ,▪ Cam kết bán ngoại tệ,1.185.052.450.000,-,1.185.052.450.000,396.612.795.864,-,396.612.795.864,1185052450000.0,,1185052450000.0,396612795864.0,,396612795864.0
▪ Cam kết giao dịch hoán đổi tiền tệ,Trong đó: > ▪ Cam kết giao dịch hoán đổi tiền tệ,▪ Cam kết giao dịch hoán đổi tiền tệ,45.616.307.346.757,-,45.616.307.346.757,26.487.516.630.510,-,26.487.516.630.510,45616307346757.0,,45616307346757.0,26487516630510.0,,26487516630510.0
Cam kết trong nghiệp vụ L/C,Trong đó: > Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,1.890.488.554.649,23.055.440.025,1.867.433.114.624,903.894.500.946,35.990.602.325,867.903.898.621,1890488554649.0,23055440025.0,1867433114624.0,903894500946.0,35990602325.0,867903898621.0
Bảo lãnh khác,Trong đó: > Bảo lãnh khác,Bảo lãnh khác,7.507.039.132.842,270.052.215.314,7.236.986.917.528,7.091.334.066.954,153.158.205.960,6.938.175.860.994,7507039132842.0,270052215314.0,7236986917528.0,7091334066954.0,153158205960.0,6938175860994.0
