row_label_raw,row_label_full,col_0,Ảnh hưởng đến lợi nhuận sau thuế VND Tăng/(giảm),numeric__Ảnh hưởng đến lợi nhuận sau thuế VND Tăng/(giảm)
Ngày 31 tháng 12 năm 2019,Ngày 31 tháng 12 năm 2019,Ngày 31 tháng 12 năm 2019,Ngày 31 tháng 12 năm 2019,
USD (yếu đi 1%),Ngày 31 tháng 12 năm 2019 > USD (yếu đi 1%),USD (yếu đi 1%),7.618.480.679,7618480679.0
"EUR (yếu đi 1,6%)","Ngày 31 tháng 12 năm 2019 > EUR (yếu đi 1,6%)","EUR (yếu đi 1,6%)",(26.219.098),-26219098.0
"XAU (mạnh lên 16,7%)","Ngày 31 tháng 12 năm 2019 > XAU (mạnh lên 16,7%)","XAU (mạnh lên 16,7%)",316.452.265,316452265.0
Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,Ngày 31 tháng 12 năm 2018,
USD (mạnh lên 3%),Ngày 31 tháng 12 năm 2018 > USD (mạnh lên 3%),USD (mạnh lên 3%),(607.182.781),-607182781.0
"EUR (yếu đi 0,3%)","Ngày 31 tháng 12 năm 2018 > EUR (yếu đi 0,3%)","EUR (yếu đi 0,3%)",68.602.632,68602632.0
"XAU (yếu đi 0,1%)","Ngày 31 tháng 12 năm 2018 > XAU (yếu đi 0,1%)","XAU (yếu đi 0,1%)",(1.277.720),-1277720.0
