row_label_raw,row_label_full,CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN_1,Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2019 VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,31/12/2018 VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN_1,numeric__Thuyết minh > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2019 VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,numeric__31/12/2018 VND > CÁC CHỈ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN
1,1,1,Bảo lãnh vay vốn,38,85.085.432.100,91.044.535.295,,38.0,85085432100.0,91044535295.0
2,2,2,Cam kết giao dịch hối đoái Trong đó:,38,47.986.481.827.232,27.279.890.926.374,,38.0,47986481827232.0,27279890926374.0
2,2,2,■ Cam kết mua ngoại tệ,,1.185.122.030.475,395.761.500.000,,,1185122030475.0,395761500000.0
2,2,2,■ Cam kết bán ngoại tệ,,1.185.052.450.000,396.612.795.864,,,1185052450000.0,396612795864.0
2,2,2,■ Cam kết giao dịch hoán đổi tiền tệ,,45.616.307.346.757,26.487.516.630.510,,,45616307346757.0,26487516630510.0
4,4,4,Cam kết trong nghiệp vụ L/C,38,1.867.433.114.624,867.903.898.621,,38.0,1867433114624.0,867903898621.0
5,5,5,Bảo lãnh khác,38,7.236.986.917.528,6.938.175.860.994,,38.0,7236986917528.0,6938175860994.0
