row_label_raw,row_label_full,col_0,Tại ngày 31/12/2019 > Khu vực Miền Bắc VND,Tại ngày 31/12/2019 > Khu vực Miền Trung VND,Tại ngày 31/12/2019 > Khu vực Miền Nam VND,Tại ngày 31/12/2019 > Loại trừ VND,Tại ngày 31/12/2019 > Tổng VND,numeric__Tại ngày 31/12/2019 > Khu vực Miền Bắc VND,numeric__Tại ngày 31/12/2019 > Khu vực Miền Trung VND,numeric__Tại ngày 31/12/2019 > Khu vực Miền Nam VND,numeric__Tại ngày 31/12/2019 > Loại trừ VND,numeric__Tại ngày 31/12/2019 > Tổng VND
Tài sản,Tài sản,Tài sản,15.217.684.321.740,11.953.244.144.616,91.142.228.323.417,(153.185.942.025),118.159.970.847.748,15217684321740.0,11953244144616.0,91142228323417.0,-153185942025.0,118159970847748.0
"Tiền mặt, vàng","Tiền mặt, vàng","Tiền mặt, vàng",145.326.998.139,92.077.964.520,475.310.830.367,-,712.715.793.026,145326998139.0,92077964520.0,475310830367.0,,712715793026.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,16.376.869.743,70.864.935.842,508.160.763.955,-,595.402.569.540,16376869743.0,70864935842.0,508160763955.0,,595402569540.0
Tài sản khác,Tài sản khác,Tài sản khác,15.055.980.453.858,11.790.301.244.254,90.158.756.729.095,(153.185.942.025),116.851.852.485.182,15055980453858.0,11790301244254.0,90158756729095.0,-153185942025.0,116851852485182.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,(15.027.017.701.948),(11.798.910.427.655),(79.955.078.301.402),128.185.942.025,(106.652.820.488.980),-15027017701948.0,-11798910427655.0,-79955078301402.0,128185942025.0,-106652820488980.0
Nợ phải trả khách hàng bên ngoài,Nợ phải trả khách hàng bên ngoài,Nợ phải trả khách hàng bên ngoài,(15.027.017.701.948),(11.798.910.427.655),(79.934.795.106.634),128.185.942.025,(106.632.537.294.212),-15027017701948.0,-11798910427655.0,-79934795106634.0,128185942025.0,-106632537294212.0
Nợ phải trả nội bộ,Nợ phải trả nội bộ,Nợ phải trả nội bộ,-,-,(5.613.236.773),-,(5.613.236.773),,,-5613236773.0,,-5613236773.0
Nợ phải trả khác,Nợ phải trả khác,Nợ phải trả khác,-,-,(14.669.957.995),-,(14.669.957.995),,,-14669957995.0,,-14669957995.0
