row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,3.130.823.302.413,2.225.540.909.097,3130823302413.0,2225540909097.0
"Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng",98.595.765.358,71.041.735.360,98595765358.0,71041735360.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,2.329.017.203.768,2.520.481.582.406,2329017203768.0,2520481582406.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",119.694.128.499,94.934.075.021,119694128499.0,94934075021.0
Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,701.295.842.486,281.529.791.948,701295842486.0,281529791948.0
"Chi phí điều hành, thương quyền","Chi phí điều hành, thương quyền","Chi phí điều hành, thương quyền",124.710.529.979,12.448.801.194,124710529979.0,12448801194.0
"Chi phí bảo hiểm hàng không,phi hàng không","Chi phí bảo hiểm hàng không,phi hàng không","Chi phí bảo hiểm hàng không,phi hàng không",28.928.382.067,32.505.537.685,28928382067.0,32505537685.0
"Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc",400.517.469.705,242.893.253.755,400517469705.0,242893253755.0
Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,363.404.553.012,227.383.485.667,363404553012.0,227383485667.0
"Chi hoa hồng, môi giới","Chi hoa hồng, môi giới","Chi hoa hồng, môi giới",105.233.968.746,24.748.402.458,105233968746.0,24748402458.0
Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,203.249.424.392,106.606.244.053,203249424392.0,106606244053.0
Phí nhượng quyền khai thác,Phí nhượng quyền khai thác,Phí nhượng quyền khai thác,212.771.297.000,88.611.754.500,212771297000.0,88611754500.0
"Chi ứng hộ, tài trợ","Chi ứng hộ, tài trợ","Chi ứng hộ, tài trợ",30.010.000.000,200.326.692.120,30010000000.0,200326692120.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,275.817.848.471,208.225.554.309,275817848471.0,208225554309.0
Trích lập dự phòng nợ phải thu khó đòi,Trích lập dự phòng nợ phải thu khó đòi,Trích lập dự phòng nợ phải thu khó đòi,755.343.222.770,436.525.754.222,755343222770.0,436525754222.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,8.879.412.938.666,6.773.803.573.795,8879412938666.0,6773803573795.0
