row_label_raw,row_label_full,Bên liên quan,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,Phải thu của khách hàng là các bên liên quan,,
Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Phải thu của khách hàng là các bên liên quan > Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,45.686.265.473,4.704.644.647,45686265473.0,4704644647.0
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Phải thu của khách hàng là các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,13.620.324.453,6.595.078.273,13620324453.0,6595078273.0
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Phải thu của khách hàng là các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,3.113.282.881,315.889.200,3113282881.0,315889200.0
Công ty Cổ phần Vận tải Hàng không Miền Nam,Phải thu của khách hàng là các bên liên quan > Công ty Cổ phần Vận tải Hàng không Miền Nam,Công ty Cổ phần Vận tải Hàng không Miền Nam,213.230.226,2.942.954.144,213230226.0,2942954144.0
Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Câng Hàng không Miền Nam,Phải thu của khách hàng là các bên liên quan > Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Câng Hàng không Miền Nam,Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Câng Hàng không Miền Nam,138.413.834,-,138413834.0,
Công ty Cổ phần Dịch vụ Nhiên liệu hàng không Nội Bài,Phải thu của khách hàng là các bên liên quan > Công ty Cổ phần Dịch vụ Nhiên liệu hàng không Nội Bài,Công ty Cổ phần Dịch vụ Nhiên liệu hàng không Nội Bài,47.363.453,2.689.488,47363453.0,2689488.0
,,,62.818.880.320,14.561.255.752,62818880320.0,14561255752.0
Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,Phải trả nhà cung cấp là các bên liên quan,,
Công ty Cổ phần Dịch vụ Nhiên liệu hàng không Nội Bài,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Dịch vụ Nhiên liệu hàng không Nội Bài,Công ty Cổ phần Dịch vụ Nhiên liệu hàng không Nội Bài,7.256.561.189,-,7256561189.0,
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,3.674.614.662,1.382.392.528,3674614662.0,1382392528.0
Công ty Cổ phần Dịch vụ hàng không Sân bay Tân Sơn Nhất,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Dịch vụ hàng không Sân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ hàng không Sân bay Tân Sơn Nhất,3.895.302.480,1.160.591.890,3895302480.0,1160591890.0
Công ty Cổ phần Phục vụ Mặt Đất Hà Nội,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Phục vụ Mặt Đất Hà Nội,Công ty Cổ phần Phục vụ Mặt Đất Hà Nội,433.261.635,514.250.000,433261635.0,514250000.0
Công ty Cổ phần Thương mại Hàng không Miền Nam,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Thương mại Hàng không Miền Nam,Công ty Cổ phần Thương mại Hàng không Miền Nam,43.195.452,20.648.000,43195452.0,20648000.0
Công ty Cổ phần Vận tải Hàng không miền Nam,Phải trả nhà cung cấp là các bên liên quan > Công ty Cổ phần Vận tải Hàng không miền Nam,Công ty Cổ phần Vận tải Hàng không miền Nam,99.292.919,11.553.740,99292919.0,11553740.0
,,,15.402.228.337,3.089.436.158,15402228337.0,3089436158.0
Người mua là các bên liên quan trả tiền trước,Người mua là các bên liên quan trả tiền trước,Người mua là các bên liên quan trả tiền trước,Người mua là các bên liên quan trả tiền trước,Người mua là các bên liên quan trả tiền trước,,
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Người mua là các bên liên quan trả tiền trước > Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Công ty Cổ phần Phục vụ Mặt đất Hà Nội,-,3.107.231.048,,3107231048.0
Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Câng hàng không Miền Nam,Người mua là các bên liên quan trả tiền trước > Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Câng hàng không Miền Nam,Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Câng hàng không Miền Nam,-,1.091.189.269,,1091189269.0
Công ty Cổ phần Vận tải Hàng không miền Nam,Người mua là các bên liên quan trả tiền trước > Công ty Cổ phần Vận tải Hàng không miền Nam,Công ty Cổ phần Vận tải Hàng không miền Nam,-,63.726.106,,63726106.0
Công ty Cổ phần Dịch vụ Hàng không sân bay Tân Sơn Nhất,Người mua là các bên liên quan trả tiền trước > Công ty Cổ phần Dịch vụ Hàng không sân bay Tân Sơn Nhất,Công ty Cổ phần Dịch vụ Hàng không sân bay Tân Sơn Nhất,-,23.500.791,,23500791.0
,,,-,4.285.647.214,,4285647214.0
