row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.162.544.002.664,1.196.199.702.512,1162544002664.0,1196199702512.0
Chênh lệch còn lại từ hoạt động khai thác tài sản KCHTHK,Chênh lệch còn lại từ hoạt động khai thác tài sản KCHTHK,Chênh lệch còn lại từ hoạt động khai thác tài sản KCHTHK,877.355.282.796,959.711.607.153,877355282796.0,959711607153.0
Sân đồ ô tô Cảng Hàng không Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao,Sân đồ ô tô Cảng Hàng không Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao,Sân đồ ô tô Cảng Hàng không Thọ Xuân do tỉnh Thanh Hóa đầu tư và bàn giao,75.132.858.000,75.132.858.000,75132858000.0,75132858000.0
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,6.066.945.103,11.541.208.603,6066945103.0,11541208603.0
Phí nhượng quyền khai thác cảng hàng không,Phí nhượng quyền khai thác cảng hàng không,Phí nhượng quyền khai thác cảng hàng không,18.907.065.000,7.052.085.000,18907065000.0,7052085000.0
Phải trả thuế thu nhập cá nhân cho người lao động,Phải trả thuế thu nhập cá nhân cho người lao động,Phải trả thuế thu nhập cá nhân cho người lao động,77.862.592.226,69.883.594.115,77862592226.0,69883594115.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,122.578.500,147.088.500,122578500.0,147088500.0
"Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn",99.758.268.374,65.485.049.714,99758268374.0,65485049714.0
Các khoản khác,Các khoản khác,Các khoản khác,7.338.412.665,7.246.211.427,7338412665.0,7246211427.0
Dài hạn,Dài hạn,Dài hạn,68.156.364.914,63.393.074.867,68156364914.0,63393074867.0
"Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",68.156.364.914,63.393.074.867,68156364914.0,63393074867.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.230.700.367.578,1.259.592.777.379,1230700367578.0,1259592777379.0
