row_label_raw,row_label_full,Số đầu năm > Tăng trong năm,2.661.339.000 > -,19.193.197.282 > 543.100.000,170.000.000 > -,22.024.536.282 > 543.100.000,numeric__2.661.339.000 > -,numeric__19.193.197.282 > 543.100.000,numeric__170.000.000 > -,numeric__22.024.536.282 > 543.100.000
Thanh lý,Thanh lý,Thanh lý,-,(395.000.000),-,(395.000.000),,-395000000.0,,-395000000.0
Số cuối năm,Số cuối năm,Số cuối năm,2.661.339.000,19.341.297.282,170.000.000,22.172.636.282,2661339000.0,19341297282.0,170000000.0,22172636282.0
