row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,641.926.690.854,412.095.117.231,641926690854.0,412095117231.0
"Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng",11.230.462.785,8.161.890.732,11230462785.0,8161890732.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,34.676.661.348,38.735.270.321,34676661348.0,38735270321.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",12.927.138.126,10.555.848.202,12927138126.0,10555848202.0
Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,14.561.680.701,13.943.452.244,14561680701.0,13943452244.0
"Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc",21.409.408.834,19.269.716.507,21409408834.0,19269716507.0
Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,41.420.126.022,24.549.225.112,41420126022.0,24549225112.0
Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,30.171.032.082,16.350.280.374,30171032082.0,16350280374.0
Công tác phí,Công tác phí,Công tác phí,18.515.418.945,5.423.494.461,18515418945.0,5423494461.0
"Chi ùng hộ, tài trợ","Chi ùng hộ, tài trợ","Chi ùng hộ, tài trợ",30.010.000.000,200.326.692.120,30010000000.0,200326692120.0
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,85.447.755.101,42.426.005.643,85447755101.0,42426005643.0
Trích lập dự phòng nợ phải thu khó đòi,Trích lập dự phòng nợ phải thu khó đòi,Trích lập dự phòng nợ phải thu khó đòi,755.343.222.770,436.525.754.222,755343222770.0,436525754222.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.697.639.597.568,1.228.362.747.169,1697639597568.0,1228362747169.0
