row_label_raw,row_label_full,Tên công ty,Lĩnh vực kinh doanh,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
Tên công ty,Tên công ty,Tên công ty,Lĩnh vực kinh doanh,Số lượngcổ phiếu,Giá gốcđầu tưVND,Tỷ lệsở hữu(%),Số lượngcổ phiếu,Giá gốcđầu tưVND,Tỷ lệsở hữu(%),,,,,,,
Công ty cổ phần Dịch vụHàng hóa Sài Gòn,Tên công ty > Công ty cổ phần Dịch vụHàng hóa Sài Gòn,Công ty cổ phần Dịch vụHàng hóa Sài Gòn,"Dịch vụ giao nhận, bốc xếp hàng hóa",13.875.000,75.000.000.000,"13,73",7.500.000,75.000.000.000,"12,95",,13875000.0,75000000000.0,13.73,7500000.0,75000000000.0,12.95
Công ty Cổ phần Nhà gaQuốc tế Cam Ranh,Tên công ty > Công ty Cổ phần Nhà gaQuốc tế Cam Ranh,Công ty Cổ phần Nhà gaQuốc tế Cam Ranh,Hoạt động dịch vụ hỗ trợtrực tiếp cho vận tải hàng không,7.500.000,60.000.000.000,"10,00",7.500.000,60.000.000.000,"10,00",,7500000.0,60000000000.0,10.0,7500000.0,60000000000.0,10.0
Công ty Cổ phần Dịch vụHàng hóa Hàng khôngViệt Nam,Tên công ty > Công ty Cổ phần Dịch vụHàng hóa Hàng khôngViệt Nam,Công ty Cổ phần Dịch vụHàng hóa Hàng khôngViệt Nam,Dịch vụ khai tháckho hàng hóa,5.000.000,50.000.000.000,"19,42",5.000.000,50.000.000.000,"19,42",,5000000.0,50000000000.0,19.42,5000000.0,50000000000.0,19.42
Công ty Cổ phần Đầu tưKhai thác Nhà Ga Quốc tếĐà Nẵng,Tên công ty > Công ty Cổ phần Đầu tưKhai thác Nhà Ga Quốc tếĐà Nẵng,Công ty Cổ phần Đầu tưKhai thác Nhà Ga Quốc tếĐà Nẵng,Đầu tư khai thác và cung cấpdịch vụ,7.650.000,30.000.000.000,"10,00",7.650.000,30.000.000.000,"10,00",,7650000.0,30000000000.0,10.0,7650000.0,30000000000.0,10.0
Công ty Cổ phần Đầu tưTCP,Tên công ty > Công ty Cổ phần Đầu tưTCP,Công ty Cổ phần Đầu tưTCP,"Dịch vụ trồng giữ xe và cho thuêmặt bằng, vị trí giữ xe, văn phòngvà cho thuê kho bãi",1.980.000,19.800.000.000,"18,00",1.980.000,19.800.000.000,"18,00",,1980000.0,19800000000.0,18.0,1980000.0,19800000000.0,18.0
TỔNG CỘNG,Tên công ty > TỔNG CỘNG,TỔNG CỘNG,,,234.800.000.000,,,234.800.000.000,,,,234800000000.0,,,234800000000.0,
Dự phòng đầu tư tài chính dài hạn,Tên công ty > Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,,,(64.037.183.764),,,(61.699.451.961),,,,-64037183764.0,,,-61699451961.0,
GIÁ TRỊ THUÀN,Tên công ty > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,,,170.762.816.236,,,173.100.548.039,,,,170762816236.0,,,173100548039.0,
