row_label_raw,row_label_full,Số đầu năm > Hao mòn trong năm,2.661.339.000 > -,17.914.422.935 > 1.084.747.412,170.000.000 > -,20.745.761.935 > 1.084.747.412,numeric__2.661.339.000 > -,numeric__17.914.422.935 > 1.084.747.412,numeric__170.000.000 > -,numeric__20.745.761.935 > 1.084.747.412
Thanh lý,Thanh lý,Thanh lý,-,(395.000.000),-,(395.000.000),,-395000000.0,,-395000000.0
Số cuối năm,Số cuối năm,Số cuối năm,2.661.339.000,18.604.170.347,170.000.000,21.435.509.347,2661339000.0,18604170347.0,170000000.0,21435509347.0
