row_label_raw,row_label_full,CHÌ TIÊU > Lưu chuyển tiền và tương đương tiền thuần trong năm > Tiền và tương đương tiền đầu năm,Mã số > 50 > 60,Thuyết minh,Năm nay VND > 1.927.911.688.986 > 570.577.583.963,Năm trước VND > 76.253.081.569 > 498.742.193.030,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__Năm nay VND > 1.927.911.688.986 > 570.577.583.963,numeric__Năm trước VND > 76.253.081.569 > 498.742.193.030
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,(6.987.857.888),(4.417.690.636),61.0,,-6987857888.0,-4417690636.0
Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,70,4,2.491.501.415.061,570.577.583.963,70.0,4.0,2491501415061.0,570577583963.0
