row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,8.688.403.572.826,1.124.599.829.149,8688403572826.0,1124599829149.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,815.083.684.284,177.810.621.986,815083684284.0,177810621986.0
Khấu hao tài sản cố định tạm tăng(chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng(chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng(chưa có hóa đơn),45.520.821.686,45.629.554.938,45520821686.0,45629554938.0
Trích trước chi phí thuê đất (chưacó thông báo của Cơ quan Thuế),Trích trước chi phí thuê đất (chưacó thông báo của Cơ quan Thuế),Trích trước chi phí thuê đất (chưacó thông báo của Cơ quan Thuế),62.898.447.295,46.460.104.673,62898447295.0,46460104673.0
Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),14.159.905.598,-,14159905598.0,
Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền vàphải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền vàphải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền vàphải thu có gốc ngoại tệ,14.638.669.846,5.915.104.618,14638669846.0,5915104618.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,674.160.807.757,-,674160807757.0,
Dự phòng khoản đầu tư,Dự phòng khoản đầu tư,Dự phòng khoản đầu tư,3.583.686.088,3.998.354.058,3583686088.0,3998354058.0
Chi phí loại trừ khi tính thuế,Chi phí loại trừ khi tính thuế,Chi phí loại trừ khi tính thuế,121.346.014,75.807.503.699,121346014.0,75807503699.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(102.003.118.287),(259.927.372.721),-102003118287.0,-259927372721.0
Khấu hao tài sản tạm tăng(chưa có hóa đơn),Khấu hao tài sản tạm tăng(chưa có hóa đơn),Khấu hao tài sản tạm tăng(chưa có hóa đơn),(45.629.554.938),(210.770.330.525),-45629554938.0,-210770330525.0
Chi phí thuê đất (chưa có thông báo của Cơ quan Thuế),Chi phí thuê đất (chưa có thông báo của Cơ quan Thuế),Chi phí thuê đất (chưa có thông báo của Cơ quan Thuế),(46.460.104.673),(34.255.236.794),-46460104673.0,-34255236794.0
Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),-,(6.746.526.184),,-6746526184.0
Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền vàphải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền vàphải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiền vàphải thu có gốc ngoại tệ,(5.915.104.618),(4.021.416.929),-5915104618.0,-4021416929.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,-,(2.332.603.553),,-2332603553.0
Dự phòng khoản đầu tư,Dự phòng khoản đầu tư,Dự phòng khoản đầu tư,(3.998.354.058),(1.801.258.736),-3998354058.0,-1801258736.0
Thu nhập không chịu thuế,Thu nhập không chịu thuế,Thu nhập không chịu thuế,(191.444.726.445),(199.730.352.702),-191444726445.0,-199730352702.0
Thu nhập tính thuế kỳ hiện hành,Thu nhập tính thuế kỳ hiện hành,Thu nhập tính thuế kỳ hiện hành,9.210.039.412.378,842.752.725.712,9210039412378.0,842752725712.0
Thuế suất thông thường,Thuế suất thông thường,Thuế suất thông thường,20%,20%,0.2,0.2
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,1.842.007.882.476,168.550.545.143,1842007882476.0,168550545143.0
