row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,21.992.107.580,12.367.019.969,21992107580.0,12367019969.0
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,11.294.285.461,5.033.090.212,11294285461.0,5033090212.0
Bảo hiểm,Bảo hiểm,Bảo hiểm,2.577.234.412,3.612.725.976,2577234412.0,3612725976.0
Nhiên liệu,Nhiên liệu,Nhiên liệu,2.591.735.202,1.766.326.110,2591735202.0,1766326110.0
Chi phúc lợi người lao động,Chi phúc lợi người lao động,Chi phúc lợi người lao động,2.433.175.545,-,2433175545.0,
Các khoản khác,Các khoản khác,Các khoản khác,3.095.676.960,1.954.877.671,3095676960.0,1954877671.0
Dài hạn,Dài hạn,Dài hạn,146.189.597.681,213.257.506.424,146189597681.0,213257506424.0
Đền bù giải phóng mặt bằng sân đỗ T2 - Cảng hàng không quốc tế Nội Bài,Đền bù giải phóng mặt bằng sân đỗ T2 - Cảng hàng không quốc tế Nội Bài,Đền bù giải phóng mặt bằng sân đỗ T2 - Cảng hàng không quốc tế Nội Bài,68.068.000.000,126.412.000.000,68068000000.0,126412000000.0
Đền bù giải phóng mặt bằng dự án mở rộng phía Bắc - Cảng hàng không quốc tế Đà Nẵng,Đền bù giải phóng mặt bằng dự án mở rộng phía Bắc - Cảng hàng không quốc tế Đà Nẵng,Đền bù giải phóng mặt bằng dự án mở rộng phía Bắc - Cảng hàng không quốc tế Đà Nẵng,20.718.899.947,20.718.899.947,20718899947.0,20718899947.0
Đền bù giải phóng mặt bằng dự án mở rộng Cảng hàng không quốc tế Đà Nẵng,Đền bù giải phóng mặt bằng dự án mở rộng Cảng hàng không quốc tế Đà Nẵng,Đền bù giải phóng mặt bằng dự án mở rộng Cảng hàng không quốc tế Đà Nẵng,12.258.823.680,12.258.823.680,12258823680.0,12258823680.0
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,25.881.772.446,21.910.622.251,25881772446.0,21910622251.0
Bản quyền phần mềm máy tính,Bản quyền phần mềm máy tính,Bản quyền phần mềm máy tính,12.765.883.678,28.136.050.956,12765883678.0,28136050956.0
Các khoản khác,Các khoản khác,Các khoản khác,6.496.217.930,3.821.109.590,6496217930.0,3821109590.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,168.181.705.261,225.624.526.393,168181705261.0,225624526393.0
