row_label_raw,row_label_full,Ông Vũ Thế Phiệt,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Đỗ Tất Bình,Ông Đỗ Tất Bình,Ông Đỗ Tất Bình,Phó Tổng Giám đốc,,,
Ông Nguyễn Đức Hùng,Ông Nguyễn Đức Hùng,Ông Nguyễn Đức Hùng,Phó Tổng Giám đốc,,,
Ông Trần Anh Vũ,Ông Trần Anh Vũ,Ông Trần Anh Vũ,Phó Tổng Giám đốc,,,
Ông Nguyễn Quốc Phương,Ông Nguyễn Quốc Phương,Ông Nguyễn Quốc Phương,Phó Tổng Giám đốc,miễn nhiệm ngày 14 tháng 3 năm 2023,,
Ông Bùi Á Đông,Ông Bùi Á Đông,Ông Bùi Á Đông,Kế toán trường,nghi hưu ngày 1 tháng 1 năm 2023,,
