row_label_raw,row_label_full,col_0,Báo cáo kết quả hoạt động kinh doanh tổng hợp,Báo cáo kết quả hoạt động kinh doanh tổng hợp_1,numeric__Báo cáo kết quả hoạt động kinh doanh tổng hợp,numeric__Báo cáo kết quả hoạt động kinh doanh tổng hợp_1
,,,Năm nay VND,Năm trước VND,,
Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),21.746.651,33.028.155.117,21746651.0,33028155117.0
Trích trước chi phí thuê đất chưa có thông báo của Cơ quan Thuế,Trích trước chi phí thuê đất chưa có thông báo của Cơ quan Thuế,Trích trước chi phí thuê đất chưa có thông báo của Cơ quan Thuế,(3.287.668.524),(2.440.973.576),-3287668524.0,-2440973576.0
Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),(2.831.981.119),1.349.305.237,-2831981119.0,1349305237.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,(1.744.713.047),(378.737.537),-1744713047.0,-378737537.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,(134.832.161.551),466.520.710,-134832161551.0,466520710.0
Dự phòng các khoản đầu tư tài chính,Dự phòng các khoản đầu tư tài chính,Dự phòng các khoản đầu tư tài chính,82.933.594,(439.419.065),82933594.0,-439419065.0
(Thu nhập) chi phí thuế TNDN hoãn lại,(Thu nhập) chi phí thuế TNDN hoãn lại,(Thu nhập) chi phí thuế TNDN hoãn lại,(142.591.843.996),31.584.850.886,-142591843996.0,31584850886.0
