row_label_raw,row_label_full,col_0,Loại tiền,Năm đáo hạn,Lãi suất năm,31/12/2017 VND,1/1/2017 VND,numeric__Loại tiền,numeric__Năm đáo hạn,numeric__Lãi suất năm,numeric__31/12/2017 VND,numeric__1/1/2017 VND
Khoản vay có đảm bảo,Khoản vay có đảm bảo,Khoản vay có đảm bảo,Khoản vay có đảm bảo,Khoản vay có đảm bảo,Khoản vay có đảm bảo,Khoản vay có đảm bảo,Khoản vay có đảm bảo,,,,,
Vay lại từ Tập đoàn Điện lực Việt Nam (bên liên quan),Vay lại từ Tập đoàn Điện lực Việt Nam (bên liên quan),Vay lại từ Tập đoàn Điện lực Việt Nam (bên liên quan),Vay lại từ Tập đoàn Điện lực Việt Nam (bên liên quan),Vay lại từ Tập đoàn Điện lực Việt Nam (bên liên quan),Vay lại từ Tập đoàn Điện lực Việt Nam (bên liên quan),Vay lại từ Tập đoàn Điện lực Việt Nam (bên liên quan),Vay lại từ Tập đoàn Điện lực Việt Nam (bên liên quan),,,,,
▪ Ngân hàng Xuất nhập khẩu Trung Quốc (i),Vay lại từ Tập đoàn Điện lực Việt Nam (bên liên quan) > ▪ Ngân hàng Xuất nhập khẩu Trung Quốc (i),▪ Ngân hàng Xuất nhập khẩu Trung Quốc (i),USD,2021,"5,78%",2.468.726.011.329,3.181.754.953.729,,2021.0,0.057800000000000004,2468726011329.0,3181754953729.0
▪ Ngân hàng Xuất nhập khẩu Trung Quốc (ii),Vay lại từ Tập đoàn Điện lực Việt Nam (bên liên quan) > ▪ Ngân hàng Xuất nhập khẩu Trung Quốc (ii),▪ Ngân hàng Xuất nhập khẩu Trung Quốc (ii),USD,2024,"6,07%",4.888.145.232.684,5.653.812.142.485,,2024.0,0.060700000000000004,4888145232684.0,5653812142485.0
▪ Ngân hàng hợp tác Quốc tế Nhật Bản (iii),Vay lại từ Tập đoàn Điện lực Việt Nam (bên liên quan) > ▪ Ngân hàng hợp tác Quốc tế Nhật Bản (iii),▪ Ngân hàng hợp tác Quốc tế Nhật Bản (iii),JPY,2021,"3,91%",457.327.971.556,569.561.774.167,,2021.0,0.0391,457327971556.0,569561774167.0
▪ Ngân hàng hợp tác Quốc tế Nhật Bản (iv),Vay lại từ Tập đoàn Điện lực Việt Nam (bên liên quan) > ▪ Ngân hàng hợp tác Quốc tế Nhật Bản (iv),▪ Ngân hàng hợp tác Quốc tế Nhật Bản (iv),JPY,2022,"4,41%",556.013.934.239,658.270.419.324,,2022.0,0.0441,556013934239.0,658270419324.0
Vay từ các tổ chức tín dụng khác,Vay từ các tổ chức tín dụng khác,Vay từ các tổ chức tín dụng khác,Vay từ các tổ chức tín dụng khác,Vay từ các tổ chức tín dụng khác,Vay từ các tổ chức tín dụng khác,Vay từ các tổ chức tín dụng khác,Vay từ các tổ chức tín dụng khác,,,,,
▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (v),▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (v),▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (v),▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (v),▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (v),▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (v),▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (v),▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (v),,,,,
- Khoản vay 1,▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (v) > - Khoản vay 1,- Khoản vay 1,VND,2022,"Lãi suất huy động tiết kiệm VND 12 tháng trả lãi sau + 2,8%",535.000.000.000,667.925.937.417,,2022.0,,535000000000.0,667925937417.0
- Khoản vay 2,▪ Ngân hàng Thương mại Cổ phần Công Thương Việt Nam – Chi nhánh Hoàn Kiểm (v) > - Khoản vay 2,- Khoản vay 2,VND,2022,"Lãi suất huy động tiết kiệm VND 12 tháng trả lãi sau + 2,8%",535.000.000.000,667.925.937.417,,2022.0,,535000000000.0,667925937417.0
,,,VND,2022,"Lãi suất huy động tiết kiệm VND 12 tháng trả lãi sau + 2,8%",133.094.289.675,126.568.352.258,,2022.0,,133094289675.0,126568352258.0
,,,,,,9.038.307.439.483,10.857.893.579.380,,,,9038307439483.0,10857893579380.0
