row_label_raw,row_label_full,"Phải trả Tập đoàn điện lực Việt Nam, công ty mẹ cấp cao nhất (*)",31/12/2017VND > 642.464.513,1/1/2017VND > 1.362.922.852,numeric__31/12/2017VND > 642.464.513,numeric__1/1/2017VND > 1.362.922.852
Phải trả cổ tức cho cổ đông,Phải trả cổ tức cho cổ đông,Phải trả cổ tức cho cổ đông,8.670.819.877,103.077.339.851,8670819877.0,103077339851.0
Bảo hiểm xã hội,Bảo hiểm xã hội,Bảo hiểm xã hội,337.926.521,5.222.343.492,337926521.0,5222343492.0
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,335.591.350,71.204.784,335591350.0,71204784.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,3.251.448.217,8.164.605.192,3251448217.0,8164605192.0
,,,13.238.250.478,117.898.416.171,13238250478.0,117898416171.0
