row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2017VND > -,Số phát sinh trong năm VND > 910.303.950.510,Số đã nộp/cấn trừ trong năm VND > (892.062.318.015),31/12/2017VND > 18.241.632.495,numeric__1/1/2017VND > -,numeric__Số phát sinh trong năm VND > 910.303.950.510,numeric__Số đã nộp/cấn trừ trong năm VND > (892.062.318.015),numeric__31/12/2017VND > 18.241.632.495
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,4.700.000.000,24.062.457.567,(22.200.000.000),6.562.457.567,4700000000.0,24062457567.0,-22200000000.0,6562457567.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.599.983,2.486.854.862,(2.118.003.215),370.451.630,1599983.0,2486854862.0,-2118003215.0,370451630.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,28.331.023.968,(25.919.228.556),2.411.795.412,,28331023968.0,-25919228556.0,2411795412.0
Các loại thuê khác,Các loại thuê khác,Các loại thuê khác,-,809.837.000,(132.963.000),676.874.000,,809837000.0,-132963000.0,676874000.0
,,,4.701.599.983,965.994.123.907,(942.432.512.786),28.263.211.104,4701599983.0,965994123907.0,-942432512786.0,28263211104.0
