row_label_raw,row_label_full,col_0,Giá trị ghi sổ và số có khả năng trả nợ1/1/2017VND,Biến động trong năm > TăngVND,Biến động trong năm > GiảmVND,Giá trị ghi sổ và số có khả năng trả nợ31/12/2017VND,numeric__Giá trị ghi sổ và số có khả năng trả nợ1/1/2017VND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__Giá trị ghi sổ và số có khả năng trả nợ31/12/2017VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,313.810.676.084,2.047.089.231.898,(2.295.899.907.982),65.000.000.000,313810676084.0,2047089231898.0,-2295899907982.0,65000000000.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,1.833.722.334.785,1.837.829.224.520,(1.833.553.982.527),1.837.997.576.778,1833722334785.0,1837829224520.0,-1833553982527.0,1837997576778.0
,,,2.147.533.010.869,3.884.918.456.418,(4.129.453.890.509),1.902.997.576.778,2147533010869.0,3884918456418.0,-4129453890509.0,1902997576778.0
