row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,88.270.096,72.904.454,88270096.0,72904454.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,58.930.917,55.891.637,58930917.0,55891637.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,17.024.928,2.015.813,17024928.0,2015813.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,5.448.382,4.281.427,5448382.0,4281427.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,1.674.658,1.119.391,1674658.0,1119391.0
Khác,Khác,Khác,5.191.211,9.596.186,5191211.0,9596186.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,306.168.650,120.958.460,306168650.0,120958460.0
Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,174.719.236,6.365.806,174719236.0,6365806.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,66.128.408,52.657.453,66128408.0,52657453.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,19.810.644,8.475.312,19810644.0,8475312.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,11.464.244,14.924.533,11464244.0,14924533.0
Khác,Khác,Khác,34.046.118,38.535.356,34046118.0,38535356.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,394.438.746,193.862.914,394438746.0,193862914.0
