row_label_raw,row_label_full,"Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (""BIDV"")",Số cuối năm > 504.124.600,Ngân VND Số đầu năm > 1.248.291.110,numeric__Số cuối năm > 504.124.600,numeric__Ngân VND Số đầu năm > 1.248.291.110
"Ngân hàng Liên doanh Lào Việt (""Laos - Viet Bank"")","Ngân hàng Liên doanh Lào Việt (""Laos - Viet Bank"")","Ngân hàng Liên doanh Lào Việt (""Laos - Viet Bank"")",350.471.619,853.351.981,350471619.0,853351981.0
"Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HD Bank"")","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HD Bank"")","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HD Bank"")",193.307.774,-,193307774.0,
"Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")",24.157.000,-,24157000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.072.060.993,2.101.643.091,1072060993.0,2101643091.0
