row_label_raw,row_label_full,Ngân hàng,Số cuối năm > Ngân VND,Nguyên tệ > Ngân VND,Nguyên tệ > USD,Thời hạn thanh toán,Lãi suất%/năm,"Tài sản thể chấp(Thuyết minh số 10, 11 và 13)",numeric__Số cuối năm > Ngân VND,numeric__Nguyên tệ > Ngân VND,numeric__Nguyên tệ > USD,numeric__Thời hạn thanh toán,numeric__Lãi suất%/năm,"numeric__Tài sản thể chấp(Thuyết minh số 10, 11 và 13)"
"BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai",,,,,,
Hợp đồng tín dụng hạn mức số 01/20155331375/HĐTD ngày 19 tháng 6 năm 2015,"BIDV, Chi nhánh Gia Lai > Hợp đồng tín dụng hạn mức số 01/20155331375/HĐTD ngày 19 tháng 6 năm 2015",Hợp đồng tín dụng hạn mức số 01/20155331375/HĐTD ngày 19 tháng 6 năm 2015,761.457.207,473.876.601,12.618.719,Từ ngày 1 tháng 5 năm 2017 đến ngày 15 tháng 6 năm 2020,"USD 6,8 - 7,64; VND 9,10 - 11,60","Tài sản gắn liền với đất hình thành trong tương lai là vườn cây cao su 1.194,74 ha tại Huyện la Pa, Tỉnh Gia Lai, Việt Nam; số dự tiền gửi ngân hàng 10.700.000 ngân VND của HAG tại BIDV; căn hộ và một phần khu thương mại Bầu Thạc Gián tại Thành phố Đà Nẵng của HAG",761457207.0,473876601.0,12618719.0,,,
Hợp đồng vay số 01/2010/HĐTD ngày 1 tháng 4 năm 2010,"BIDV, Chi nhánh Gia Lai > Hợp đồng vay số 01/2010/HĐTD ngày 1 tháng 4 năm 2010",Hợp đồng vay số 01/2010/HĐTD ngày 1 tháng 4 năm 2010,731.055.979,-,32.077.928,Từ ngày 31 tháng 12 năm 2017 đến ngày 31 tháng 12 năm 2026,"Lãi suất huy động tiết kiệm của BIDV bằng USD kỳ hạn 12 tháng trả lãi sau + 4,70% (2016: 7,00)","Quyền sử dụng đất và vườn cây cao su với quy mô 9.996,9 ha tại Huyện Saysetha, San Xay và Phu Vong ,Tỉnh Attapeu, Lào",731055979.0,,32077928.0,,,
