row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,2.834.677.638,1.834.130.467,2834677638.0,1834130467.0
Phải trả tiền mượn các công ty,Phải trả tiền mượn các công ty,Phải trả tiền mượn các công ty,1.625.718.749,1.615.923.757,1625718749.0,1615923757.0
Phải trả lãi vay,Phải trả lãi vay,Phải trả lãi vay,1.020.275.337,165.665.618,1020275337.0,165665618.0
Phải trả tiền thuê đất,Phải trả tiền thuê đất,Phải trả tiền thuê đất,83.353.623,16.237.999,83353623.0,16237999.0
Phải trả cổ tức,Phải trả cổ tức,Phải trả cổ tức,5.331.441,5.109.394,5331441.0,5109394.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,99.998.488,31.193.699,99998488.0,31193699.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả bên liên quan (Thuyết minh số 34),Trong đó: > Phải trả bên liên quan (Thuyết minh số 34),Phải trả bên liên quan (Thuyết minh số 34),1.946.457.800,1.778.504.016,1946457800.0,1778504016.0
Phải trả bên khác,Trong đó: > Phải trả bên khác,Phải trả bên khác,888.219.838,55.626.451,888219838.0,55626451.0
Dài hạn,Trong đó: > Dài hạn,Dài hạn,1.309.428.416,847.958.773,1309428416.0,847958773.0
Phải trả về hợp tác kinh doanh (*),Trong đó: > Phải trả về hợp tác kinh doanh (*),Phải trả về hợp tác kinh doanh (*),550.000.000,-,550000000.0,
Phải trả lãi vay,Trong đó: > Phải trả lãi vay,Phải trả lãi vay,247.882.752,35.245.319,247882752.0,35245319.0
Phải trả tiền thuê đất,Trong đó: > Phải trả tiền thuê đất,Phải trả tiền thuê đất,148.216.941,188.478.724,148216941.0,188478724.0
Phải trả tiền mượn,Trong đó: > Phải trả tiền mượn,Phải trả tiền mượn,9.648.592,624.165.730,9648592.0,624165730.0
Phải trả dài hạn khác,Trong đó: > Phải trả dài hạn khác,Phải trả dài hạn khác,353.680.131,69.000,353680131.0,69000.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả bên liên quan (Thuyết minh số 34),Trong đó: > Phải trả bên liên quan (Thuyết minh số 34),Phải trả bên liên quan (Thuyết minh số 34),686.237.677,659.411.049,686237677.0,659411049.0
Phải trả bên khác,Trong đó: > Phải trả bên khác,Phải trả bên khác,623.190.739,188.547.724,623190739.0,188547724.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,4.144.106.054,2.682.089.240,4144106054.0,2682089240.0
