row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,840.786.681,302.560.292,840786681.0,302560292.0
Cho mượn các công ty,Cho mượn các công ty,Cho mượn các công ty,663.774.612,14.184.867,663774612.0,14184867.0
Lãi cho vay các công ty,Lãi cho vay các công ty,Lãi cho vay các công ty,119.212.551,77.470.619,119212551.0,77470619.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,42.086.601,204.857.675,42086601.0,204857675.0
Khác,Khác,Khác,15.712.917,6.047.131,15712917.0,6047131.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu từ bên liên quan (Thuyết minh số 34),Trong đó: > Phải thu từ bên liên quan (Thuyết minh số 34),Phải thu từ bên liên quan (Thuyết minh số 34),507.112.005,89.611.563,507112005.0,89611563.0
Phải thu từ bên khác,Trong đó: > Phải thu từ bên khác,Phải thu từ bên khác,333.674.676,212.948 729,333674676.0,
Dài hạn,Trong đó: > Dài hạn,Dài hạn,627.242.448,75.877.608,627242448.0,75877608.0
Cho mượn các công ty,Trong đó: > Cho mượn các công ty,Cho mượn các công ty,397.983.108,36.633.182,397983108.0,36633182.0
Phải thu từ Hợp đồng hợp tác kinh doanh (*),Trong đó: > Phải thu từ Hợp đồng hợp tác kinh doanh (*),Phải thu từ Hợp đồng hợp tác kinh doanh (*),132.347.166,-,132347166.0,
Lãi cho vay các công ty,Trong đó: > Lãi cho vay các công ty,Lãi cho vay các công ty,81.356.191,27.421.314,81356191.0,27421314.0
"Ký quỹ, ký cược","Trong đó: > Ký quỹ, ký cược","Ký quỹ, ký cược",14.973.481,11.823.112,14973481.0,11823112.0
Khác,Trong đó: > Khác,Khác,582.502,-,582502.0,
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu từ bên liên quan (Thuyết minh số 34),Trong đó: > Phải thu từ bên liên quan (Thuyết minh số 34),Phải thu từ bên liên quan (Thuyết minh số 34),588.990.280,23.349.092,588990280.0,23349092.0
Phải thu từ bên khác,Trong đó: > Phải thu từ bên khác,Phải thu từ bên khác,38.252.166,52.528.516,38252166.0,52528516.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,1.468.029.129,378.437.900,1468029129.0,378437900.0
