row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại - Thuyết minh số 38),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại - Thuyết minh số 38)
100,100,100,A. TÀI SẢN NGÁN HẠN,,6.643.444.600,7.220.860.465,,,6643444600.0,7220860465.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,308.340.423,331.961.020,,5.0,308340423.0,331961020.0
111,111,111,1. Tiền,,293.340.423,331.961.020,,,293340423.0,331961020.0
112,112,112,2. Các khoản tương đương tiền,,15.000.000,-,,,15000000.0,
130,130,130,II. Các khoản phải thu ngắn hạn,,4.648.948.580,3.888.556.900,,,4648948580.0,3888556900.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,1.680.875.463,1.065.007.018,,6.0,1680875463.0,1065007018.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,1.732.975.730,2.257.718.117,,7.0,1732975730.0,2257718117.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,399.490.706,265.641.262,,8.0,399490706.0,265641262.0
136,136,136,4. Phải thu ngắn hạn khác,9,840.786.681,302.560.292,,9.0,840786681.0,302560292.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,6,(5.180.000),(2.369.789),,6.0,-5180000.0,-2369789.0
140,140,140,III. Hàng tồn kho,10,1.671.761.591,2.966.320.073,,10.0,1671761591.0,2966320073.0
141,141,141,1. Hàng tồn kho,,1.704.449.696,2.971.502.880,,,1704449696.0,2971502880.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(32.688.105),(5.182.807),,,-32688105.0,-5182807.0
150,150,150,IV. Tài sản ngắn hạn khác,,14.394.006,34.022.472,,,14394006.0,34022472.0
151,151,151,1. Chi phí trả trước ngắn hạn,,2.967.605,8.857.139,,,2967605.0,8857139.0
152,152,152,2. Thuế GTGT được khấu trừ,,6.115.529,22.934.095,,,6115529.0,22934095.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,20,5.310.872,2.231.238,,20.0,5310872.0,2231238.0
200,200,200,B. TÀI SẢN DÀI HẠN,,28.824.808.449,19.514.770.142,,,28824808449.0,19514770142.0
210,210,210,I. Các khoản phải thu dài hạn,,2.525.035.814,1.383.681.815,,,2525035814.0,1383681815.0
215,215,215,1. Phải thu về cho vay dài hạn,8,1.897.793.366,1.307.804.207,,8.0,1897793366.0,1307804207.0
216,216,216,2. Phải thu dài hạn khác,9,627.242.448,75.877.608,,9.0,627242448.0,75877608.0
220,220,220,II. Tài sản cố định,,7.072.654.253,5.596.337.810,,,7072654253.0,5596337810.0
221,221,221,1. Tài sản cố định hữu hình,11,7.036.174.317,5.553.475.832,,11.0,7036174317.0,5553475832.0
222,222,222,,,8.209.060.771,6.246.257.348,,,8209060771.0,6246257348.0
223,223,223,,,(1.172.886.454),(692.781.516),,,-1172886454.0,-692781516.0
227,227,227,2. Tài sản cố định vô hình,12,36.479.936,42.861.978,,12.0,36479936.0,42861978.0
228,228,228,,,54.845.260,54.845.260,,,54845260.0,54845260.0
229,229,229,,,(18.365.324),(11.983.282),,,-18365324.0,-11983282.0
240,240,240,III. Tài sản dở dang dài hạn,,13.359.625.077,9.977.184.540,,,13359625077.0,9977184540.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,13,13.359.625.077,9.977.184.540,,13.0,13359625077.0,9977184540.0
250,250,250,IV. Đầu tư tài chính dài hạn,15,896.161.285,311.150.970,,15.0,896161285.0,311150970.0
252,252,252,1. Đầu tư vào công ty liên kết,,896.161.285,271.950.970,,,896161285.0,271950970.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,-,39.200.000,,,,39200000.0
260,260,260,V. Tài sản dài hạn khác,,4.971.332.020,2.246.415.007,,,4971332020.0,2246415007.0
261,261,261,1. Chi phí trả trước dài hạn,16,1.026.392.360,944.944.277,,16.0,1026392360.0,944944277.0
262,262,262,2. Tài sản thuê thu nhập hoãn lại,33.2,38.764.262,57.286.393,,332.0,38764262.0,57286393.0
269,269,269,3. Lợi thể thương mại,17,3.906.175.398,1.244.184.337,,17.0,3906175398.0,1244184337.0
270,270,270,TỔNG CỘNG TÀI SẢN,,35.468.253.049,26.735.630.607,,,35468253049.0,26735630607.0
