row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
(Lỗ) lợi nhuận kế toán trước thuế,(Lỗ) lợi nhuận kế toán trước thuế,(Lỗ) lợi nhuận kế toán trước thuế,(977.530.517),715.053.486,-977530517.0,715053486.0
Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
Các khoản lỗ của các công ty con,Điều chỉnh cho các khoản: > Các khoản lỗ của các công ty con,Các khoản lỗ của các công ty con,1.235.055.651,42.767.708,1235055651.0,42767708.0
Chi phí phân bổ lợi thế thương mại,Điều chỉnh cho các khoản: > Chi phí phân bổ lợi thế thương mại,Chi phí phân bổ lợi thế thương mại,174.719.236,6.365.806,174719236.0,6365806.0
Thay đổi lợi nhuận nội bộ chưa thực hiện,Điều chỉnh cho các khoản: > Thay đổi lợi nhuận nội bộ chưa thực hiện,Thay đổi lợi nhuận nội bộ chưa thực hiện,74.231.279,44.450.642,74231279.0,44450642.0
Dự phòng giảm giá háng tồn kho vàcác khoản phải thu,Điều chỉnh cho các khoản: > Dự phòng giảm giá háng tồn kho vàcác khoản phải thu,Dự phòng giảm giá háng tồn kho vàcác khoản phải thu,37.417.295,-,37417295.0,
Lợi nhuận từ hoạt động được miễn thuế,Điều chỉnh cho các khoản: > Lợi nhuận từ hoạt động được miễn thuế,Lợi nhuận từ hoạt động được miễn thuế,(166.006.469),(1.086.533.478),-166006469.0,-1086533478.0
Chi phí phải trả,Điều chỉnh cho các khoản: > Chi phí phải trả,Chi phí phải trả,(150.734.194),149.512.019,-150734194.0,149512019.0
Dự phòng các khoản đầu tư vào công ty con,Điều chỉnh cho các khoản: > Dự phòng các khoản đầu tư vào công ty con,Dự phòng các khoản đầu tư vào công ty con,(106.429.442),-,-106429442.0,
(Lãi) lỗ từ công ty liên kết,Điều chỉnh cho các khoản: > (Lãi) lỗ từ công ty liên kết,(Lãi) lỗ từ công ty liên kết,(22.408.392),1.225.021,-22408392.0,1225021.0
Chênh lệch tỷ giá hối đoái,Điều chỉnh cho các khoản: > Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,9.220.144,123.640.211,9220144.0,123640211.0
Các khoản chi phí không được khấu trừ,Điều chỉnh cho các khoản: > Các khoản chi phí không được khấu trừ,Các khoản chi phí không được khấu trừ,7.223.061,47.750.201,7223061.0,47750201.0
Thặng dư từ việc thanh lý công ty con,Điều chỉnh cho các khoản: > Thặng dư từ việc thanh lý công ty con,Thặng dư từ việc thanh lý công ty con,-,(45.960.202),,-45960202.0
Các khoản khác,Điều chỉnh cho các khoản: > Các khoản khác,Các khoản khác,4.602.087,2.460.784,4602087.0,2460784.0
Thu nhập chịu thuế wốc tính trong nămhiện hành,Điều chỉnh cho các khoản: > Thu nhập chịu thuế wốc tính trong nămhiện hành,Thu nhập chịu thuế wốc tính trong nămhiện hành,119.359.739,732.198,119359739.0,732198.0
Thuế TNDN hiện hành uốc tính,Điều chỉnh cho các khoản: > Thuế TNDN hiện hành uốc tính,Thuế TNDN hiện hành uốc tính,4.063.514,161.084,4063514.0,161084.0
Điều chỉnh thuế TNDN (trích thừa) thiềucủa năm trước,Điều chỉnh cho các khoản: > Điều chỉnh thuế TNDN (trích thừa) thiềucủa năm trước,Điều chỉnh thuế TNDN (trích thừa) thiềucủa năm trước,(1.293.733),2.887.579,-1293733.0,2887579.0
Chi phí thuế TNDN hiện hành wốc tínhtrong năm,Điều chỉnh cho các khoản: > Chi phí thuế TNDN hiện hành wốc tínhtrong năm,Chi phí thuế TNDN hiện hành wốc tínhtrong năm,2.769.781,3.048.663,2769781.0,3048663.0
Thuế TNDN phải nộp đầu năm,Điều chỉnh cho các khoản: > Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,717.988,699.945,717988.0,699945.0
Các khoản tăng khác,Điều chỉnh cho các khoản: > Các khoản tăng khác,Các khoản tăng khác,10.689.961,3.764.232,10689961.0,3764232.0
Thuế TNDN đã trả trong năm,Điều chỉnh cho các khoản: > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(239.528),(6.794.852),-239528.0,-6794852.0
Thuế TNDN phải nộp cuối năm,Điều chỉnh cho các khoản: > Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,13.938.202,717.988,13938202.0,717988.0
Trong đó:,Trong đó:,Trong đó:,,,,
Thuế TNDN phải trả (Thuyết minh số 20),Trong đó: > Thuế TNDN phải trả (Thuyết minh số 20),Thuế TNDN phải trả (Thuyết minh số 20),15.450.074,2.229.860,15450074.0,2229860.0
Thuế TNDN trả trước (Thuyết minh số 20),Trong đó: > Thuế TNDN trả trước (Thuyết minh số 20),Thuế TNDN trả trước (Thuyết minh số 20),(1.511.872),(1.511.872),-1511872.0,-1511872.0
