row_label_raw,row_label_full,Ngân hàng,Số cuối năm > Ngàn VND,Nguyên tệ > Ngàn VND,Thời hạn thanh toán,Lãi suất %/năm,"Tài sản thể chấp (Thuyết minh số 10, 11 và 13)",numeric__Số cuối năm > Ngàn VND,numeric__Nguyên tệ > Ngàn VND,numeric__Thời hạn thanh toán,numeric__Lãi suất %/năm,"numeric__Tài sản thể chấp (Thuyết minh số 10, 11 và 13)"
"HD Bank, Chi nhánh Gia Lai","HD Bank, Chi nhánh Gia Lai","HD Bank, Chi nhánh Gia Lai",,,,,,,,,,
Hợp đồng vay số 0588/16/HĐLDTDH - DN/170/DNGN-KUNN/DN/01 ngày 30 tháng 9 năm 2016,"HD Bank, Chi nhánh Gia Lai > Hợp đồng vay số 0588/16/HĐLDTDH - DN/170/DNGN-KUNN/DN/01 ngày 30 tháng 9 năm 2016",Hợp đồng vay số 0588/16/HĐLDTDH - DN/170/DNGN-KUNN/DN/01 ngày 30 tháng 9 năm 2016,99.800.000,99.800.000,Ngày 30 tháng 9 năm 2021,"12,50","Toàn bộ cây ăn quả và quyền khai thác hình thành trong tương lai của dự án trồng cây ăn quả bao gồm cả nguồn thu, hoa lợi, lợi tức phát sinh từ dự án.",99800000.0,99800000.0,,12.5,
"HD Bank, Chi nhánh Đắk Lắk","HD Bank, Chi nhánh Đắk Lắk","HD Bank, Chi nhánh Đắk Lắk",,,,,,,,,,
Hợp đồng vay số 1761/2015/HĐTDTDH - DN ngày 2 tháng 12 năm 2015,"HD Bank, Chi nhánh Đắk Lắk > Hợp đồng vay số 1761/2015/HĐTDTDH - DN ngày 2 tháng 12 năm 2015",Hợp đồng vay số 1761/2015/HĐTDTDH - DN ngày 2 tháng 12 năm 2015,62.960.625,62.960.625,Từ ngày 26 tháng 12 năm 2017 đến ngày 2 tháng 12 năm 2020,"Lãi suất thả nổi (2016: 10,50 - 11,25)","Tài sản hình thành từ vốn vay, dân bỏ và bề con thuộc dự án chăn nuôi bỏ",62960625.0,62960625.0,,,
TỔNG CỘNG,"HD Bank, Chi nhánh Đắk Lắk > TỔNG CỘNG",TỔNG CỘNG,1.042.206.160,,,,,1042206160.0,,,,
Trong đó :Vay dài hạn đến hạn trả,"HD Bank, Chi nhánh Đắk Lắk > Trong đó :Vay dài hạn đến hạn trả",Trong đó :Vay dài hạn đến hạn trả,4.392.601,,,,,4392601.0,,,,
Vay dài hạn,"HD Bank, Chi nhánh Đắk Lắk > Vay dài hạn",Vay dài hạn,1.037.813.559,,,,,1037813559.0,,,,
