row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,1.536.521.416,1.704.406.965,1536521416.0,1704406965.0
- Công ty TNHH Kasimex,- Công ty TNHH Kasimex,- Công ty TNHH Kasimex,-,372.988.152,,372988152.0
- Các khoản trả trước khác,- Các khoản trả trước khác,- Các khoản trả trước khác,1.536.521.416,1.331.418.813,1536521416.0,1331418813.0
Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,193.133.363,225.683.640,193133363.0,225683640.0
Trả trước cho thầu phụ của các dự án sân bay tại Lào,Trả trước cho thầu phụ của các dự án sân bay tại Lào,Trả trước cho thầu phụ của các dự án sân bay tại Lào,3.320.951,327.627.512,3320951.0,327627512.0
- Ông Nguyễn Đắc Quốc,- Ông Nguyễn Đắc Quốc,- Ông Nguyễn Đắc Quốc,-,70.266.565,,70266565.0
- Bà Phạm Thanh Thủy,- Bà Phạm Thanh Thủy,- Bà Phạm Thanh Thủy,-,28.044.369,,28044369.0
- Trả trước cho các nhà thầu khác,- Trả trước cho các nhà thầu khác,- Trả trước cho các nhà thầu khác,3.320.951,229.316.578,3320951.0,229316578.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.732.975.730,2.257.718.117,1732975730.0,2257718117.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Trả trước bên liên quan (Thuyết minh số 34),Trong đó: > Trả trước bên liên quan (Thuyết minh số 34),Trả trước bên liên quan (Thuyết minh số 34),1.613.397.390,1.427.806.350,1613397390.0,1427806350.0
Trả trước bên khác,Trong đó: > Trả trước bên khác,Trả trước bên khác,119.578.340,829.911.767,119578340.0,829911767.0
