row_label_raw,row_label_full,Tên công ty liên kết,Lĩnh vực kinh doanh,Số cuối năm > Tỷ lệ sở hữu %,Số cuối năm > Giá trị ghi số Ngân VND,Số đầu năm > Tỷ lệ sở hữu %,Số đầu năm > Giá trị ghi số Ngân VND,numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm > Tỷ lệ sở hữu %,numeric__Số cuối năm > Giá trị ghi số Ngân VND,numeric__Số đầu năm > Tỷ lệ sở hữu %,numeric__Số đầu năm > Giá trị ghi số Ngân VND
Công ty Cổ phần Chăn nuôi Gia Lai (*),Công ty Cổ phần Chăn nuôi Gia Lai (*),Công ty Cổ phần Chăn nuôi Gia Lai (*),Chăn nuôi và cây ăn quả,"23,46",609.017.978,-,-,,23.46,609017978.0,,
Công ty Cổ phần Cao su Bidiphar (**),Công ty Cổ phần Cao su Bidiphar (**),Công ty Cổ phần Cao su Bidiphar (**),Trồng cây cao su,"49,14",287.143.307,"47,80",271.950.970,,49.14,287143307.0,47.8,271950970.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,896.161.285,,271.950.970,,,896161285.0,,271950970.0
