row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm (Trình bày lại - Thuyết minh số 38),numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm (Trình bày lại - Thuyết minh số 38)
Chi phí phát triển vườn cây cao su và cây cọ dầu (*),Chi phí phát triển vườn cây cao su và cây cọ dầu (*),Chi phí phát triển vườn cây cao su và cây cọ dầu (*),11.830.017.268,8.960.446.565,11830017268.0,8960446565.0
Chi phí phát triển vườn cây ăn quả (*),Chi phí phát triển vườn cây ăn quả (*),Chi phí phát triển vườn cây ăn quả (*),621.401.558,-,621401558.0,
Xây dựng nhà máy sản xuất cọ dầu,Xây dựng nhà máy sản xuất cọ dầu,Xây dựng nhà máy sản xuất cọ dầu,379.158.960,116.271.731,379158960.0,116271731.0
Nhà cửa và vật kiến trúc (*),Nhà cửa và vật kiến trúc (*),Nhà cửa và vật kiến trúc (*),317.896.555,497.170.668,317896555.0,497170668.0
Chi phí vườn tiêu,Chi phí vườn tiêu,Chi phí vườn tiêu,118.707.592,83.114.339,118707592.0,83114339.0
Chi phí dự án bờ (*),Chi phí dự án bờ (*),Chi phí dự án bờ (*),6.637.816,249.346.043,6637816.0,249346043.0
Các công trình khác,Các công trình khác,Các công trình khác,85.805.328,70.835.194,85805328.0,70835194.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,13.359.625.077,9.977.184.540,13359625077.0,9977184540.0
