row_label_raw,row_label_full,Bên liên quan > Trà trước cho người bán ngắn hạn (Thuyết minh số 7),Mối quan hệ > Trà trước cho người bán ngắn hạn (Thuyết minh số 7),Nội dung nghiệp vụ > Trà trước cho người bán ngắn hạn (Thuyết minh số 7),Số cuối năm > Trà trước cho người bán ngắn hạn (Thuyết minh số 7),Ngàn VND Số đầu năm > Trà trước cho người bán ngắn hạn (Thuyết minh số 7),numeric__Mối quan hệ > Trà trước cho người bán ngắn hạn (Thuyết minh số 7),numeric__Nội dung nghiệp vụ > Trà trước cho người bán ngắn hạn (Thuyết minh số 7),numeric__Số cuối năm > Trà trước cho người bán ngắn hạn (Thuyết minh số 7),numeric__Ngàn VND Số đầu năm > Trà trước cho người bán ngắn hạn (Thuyết minh số 7)
Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Tạm ứng mua nguyên vật liệu,897.478.880,938.403.361,,,897478880.0,938403361.0
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên kết,Tạm ứng mua hàng hóa,702.918.510,467.936.006,,,702918510.0,467936006.0
Công ty TNHH MTV Nguyên Vật Liệu Hoàng Thơ,Công ty TNHH MTV Nguyên Vật Liệu Hoàng Thơ,Công ty TNHH MTV Nguyên Vật Liệu Hoàng Thơ,Công ty liên quan,Tạm ứng mua hàng hóa,13.000.000,-,,,13000000.0,
Công ty TNHH Hoàng Anh Gia Lai - Bangkok,Công ty TNHH Hoàng Anh Gia Lai - Bangkok,Công ty TNHH Hoàng Anh Gia Lai - Bangkok,Công ty liên quan,Tạm ứng mua hạt giống,-,11.398.000,,,,11398000.0
Công ty Cổ phần Xây dựng Cầu đường Hoàng Anh Gia Lai,Công ty Cổ phần Xây dựng Cầu đường Hoàng Anh Gia Lai,Công ty Cổ phần Xây dựng Cầu đường Hoàng Anh Gia Lai,Công ty liên quan,Tạm ứng công trình xây dựng,-,10.068.983,,,,10068983.0
