row_label_raw,row_label_full,Ngân hàng,Số cuối nămNgàn VND,Nguyên tệUSD,Thời hạn thanh toán,Lãi suất%/năm,"Tài sản thế chấp(Thuyết minh số 10, 11 và 13)",numeric__Số cuối nămNgàn VND,numeric__Nguyên tệUSD,numeric__Thời hạn thanh toán,numeric__Lãi suất%/năm,"numeric__Tài sản thế chấp(Thuyết minh số 10, 11 và 13)"
"BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)","BIDV, Chi nhánh Gia Lai (tiếp theo)",,,,,
Hợp đồng vay số01/2015/6261950/HĐTDngày 4 tháng 5 năm 2015,"BIDV, Chi nhánh Gia Lai (tiếp theo) > Hợp đồng vay số01/2015/6261950/HĐTDngày 4 tháng 5 năm 2015",Hợp đồng vay số01/2015/6261950/HĐTDngày 4 tháng 5 năm 2015,225.859.830,-,Từ ngày 4 tháng 5 năm 2017 đến ngày 4 tháng 5 năm 2022,"Lãi suất bán vốn nội bộ kỳ hạn lớn hơn 12 tháng do BIDV thông báo + 3,20% (2016: 9,50 - 11,2)","Tài sản hình thành từ vốn vay, dự án chắn nuôi bỏ thịt tại Tỉnh Gia Lai, Việt Nam",225859830.0,,,,
Hợp đồng tin dụng hạn mức số02/2015/6261950/HĐTDngày 4 tháng 5 năm 2015,"BIDV, Chi nhánh Gia Lai (tiếp theo) > Hợp đồng tin dụng hạn mức số02/2015/6261950/HĐTDngày 4 tháng 5 năm 2015",Hợp đồng tin dụng hạn mức số02/2015/6261950/HĐTDngày 4 tháng 5 năm 2015,79.544.318,-,Từ ngày 4 tháng 5 năm 2017 đến ngày 4 tháng 5 năm 2022,"Lãi suất bán vốn nội bộ kỳ hạn lớn hơn 12 tháng do BIDV thông báo + 3,20% (2016: 10,65 - 11,65)","Tài sản hình thành từ vốn vay, dự án chắn nuôi bỏ thịt tại Tỉnh Gia Lai, Việt Nam",79544318.0,,,,
Hợp đồng tin dụng hạn mức số05/2015/6261950/HĐTDngày 1 tháng 12 năm 2015,"BIDV, Chi nhánh Gia Lai (tiếp theo) > Hợp đồng tin dụng hạn mức số05/2015/6261950/HĐTDngày 1 tháng 12 năm 2015",Hợp đồng tin dụng hạn mức số05/2015/6261950/HĐTDngày 1 tháng 12 năm 2015,65.968.272,-,Từ ngày 12 tháng 5 năm 2017 đến ngày 5 tháng 9 năm 2022,"Lãi suất tiết kiệm kỳ hạn 12 tháng + 3,00% nhưng không thấp hơn tại thời điểm cho vay, điều chỉnh 3 tháng 1 lần (2016: 9,65)","Tài sản hình thành từ vốn vay, dự án chắn nuôi bỏ thịt tại Tỉnh Gia Lai, Việt Nam",65968272.0,,,,
TỔNG CỘNG,"BIDV, Chi nhánh Gia Lai (tiếp theo) > TỔNG CỘNG",TỔNG CỘNG,3.097.922.762,,,,,3097922762.0,,,,
Trong đó :Vay dài hạn đến hạn trảVay dài hạn,"BIDV, Chi nhánh Gia Lai (tiếp theo) > Trong đó :Vay dài hạn đến hạn trảVay dài hạn",Trong đó :Vay dài hạn đến hạn trảVay dài hạn,313.652.4952.784.270.267,,,,,3.1365249527842703e+18,,,,
