row_label_raw,row_label_full,Ngân hàng,Số cuối nămNgán VND,Nguyên tệUSD,Thời hạnthanh toán,Lãi suất%/năm,"Tài sản thể chấp(Thuyết minh số 10, 11 và 13)",numeric__Số cuối nămNgán VND,numeric__Nguyên tệUSD,numeric__Thời hạnthanh toán,numeric__Lãi suất%/năm,"numeric__Tài sản thể chấp(Thuyết minh số 10, 11 và 13)"
"HD Bank, Chi nhánh Gia Lai","HD Bank, Chi nhánh Gia Lai","HD Bank, Chi nhánh Gia Lai",,,,,,,,,,
Hợp đồng tín dụng hạn mức số0481/2015/HĐTDHM - DN/170ngày 12 tháng 9 năm 2016,"HD Bank, Chi nhánh Gia Lai > Hợp đồng tín dụng hạn mức số0481/2015/HĐTDHM - DN/170ngày 12 tháng 9 năm 2016",Hợp đồng tín dụng hạn mức số0481/2015/HĐTDHM - DN/170ngày 12 tháng 9 năm 2016,192.510.774,-,Từ ngày 18 tháng 1năm 2017 đến ngày 9tháng 7 năm 2017,"10,50",Đàn bờ thịt hình thành tử vốn vaythuộc sở hữu của Công ty Cổ phầnCao Su Trung Nguyễn,192510774.0,,,10.5,
"HD Bank, Chi nhánh Đắk Lắk","HD Bank, Chi nhánh Đắk Lắk","HD Bank, Chi nhánh Đắk Lắk",,,,,,,,,,
Hợp đồng tín dụng hạn mức số1762/2015/HĐTDHM - DN/111ngày 29 tháng 2 năm 2016,"HD Bank, Chi nhánh Đắk Lắk > Hợp đồng tín dụng hạn mức số1762/2015/HĐTDHM - DN/111ngày 29 tháng 2 năm 2016",Hợp đồng tín dụng hạn mức số1762/2015/HĐTDHM - DN/111ngày 29 tháng 2 năm 2016,797.000,-,Từ ngày 28 tháng 2năm 2017 đến ngày 26tháng 4 năm 2017,"Điều chỉnh 3tháng 1 lần(2016: 10,50)",Đàn bờ sinh sản và bề con sinh rathuộc sở hữu của Công ty Cổ phầnHoàng Anh Đắk Lắk,797000.0,,,,
TỔNG CỘNG,"HD Bank, Chi nhánh Đắk Lắk > TỔNG CỘNG",TỔNG CỘNG,193.307.774,,,,,193307774.0,,,,
"Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia","Sacombank, Chi nhánh Campuchia",,,,,,,,,,
Hợp đồng tín dụng hạn mức sốLD161688000 ngày 16 tháng 6năm 2016,"Sacombank, Chi nhánh Campuchia > Hợp đồng tín dụng hạn mức sốLD161688000 ngày 16 tháng 6năm 2016",Hợp đồng tín dụng hạn mức sốLD161688000 ngày 16 tháng 6năm 2016,24.157.000,1.000.000,Ngày 30 tháng 6năm 2017,"9,00","Quyền sử dụng đất thuê lâu đai tạiXã Talao, Huyện Ouchum, Tính Rattanakirivà Xã Nhang, Huyện Andong Meas,Tính Rattanakiri",24157000.0,1000000.0,,9.0,
